drug_impact	dose	impact_category	assay	avg_precision	no_of_replicates	matching_score
integrin antagonist	All	MOA	Cell Painting	0.00430085347037205	30	-0.005018283992063452
leukotriene receptor antagonist	All	MOA	Cell Painting	0.00320023516625472	24	0.0026592767077630256
tyrosine kinase inhibitor	All	MOA	Cell Painting	0.00411916220599544	24	0.0021248126390103856
carbonic anhydrase inhibitor	All	MOA	Cell Painting	0.00391474943102448	30	0.007673651007727772
dna inhibitor	All	MOA	Cell Painting	0.0143542358920681	30	0.004360210672568324
aromatase inhibitor	All	MOA	Cell Painting	0.0174884964880048	18	0.10450767969436292
androgen receptor antagonist	All	MOA	Cell Painting	0.00475872094332619	30	0.0075040017275656845
dna methyltransferase inhibitor	All	MOA	Cell Painting	0.0130511937654527	18	0.09547123987259112
bcl inhibitor	All	MOA	Cell Painting	0.00327342936154173	18	0.04127932434523951
jak inhibitor	All	MOA	Cell Painting	0.0057247965574425104	30	0.015304134187994322
prostanoid receptor agonist	All	MOA	Cell Painting	0.0046144353233533	18	0.028191723729521646
hiv protease inhibitor	All	MOA	Cell Painting	0.00380063437310124	30	-0.0011798838733253088
free radical scavenger	All	MOA	Cell Painting	0.00320502596632218	24	0.009523670867675596
immunostimulant	All	MOA	Cell Painting	6.73867372846506e-4	12	-0.027693758667135793
nfkb pathway inhibitor	All	MOA	Cell Painting	0.00419802877678779	30	0.013469184909062279
nitric oxide synthase inhibitor	All	MOA	Cell Painting	0.00290878280764566	24	-0.004729554266595571
parp inhibitor	All	MOA	Cell Painting	0.00476562703239948	30	0.010147000743743025
estrogen receptor antagonist	All	MOA	Cell Painting	0.00587496054529578	12	0.004907780586519834
androgen receptor modulator	All	MOA	Cell Painting	0.00452118143409563	18	0.041422668729009085
glutamate receptor antagonist	All	MOA	Cell Painting	0.0043150428273099	30	-0.0026169484937338477
coagulation factor inhibitor	All	MOA	Cell Painting	0.0034726073570248	24	-0.0010013409462776195
alk tyrosine kinase receptor inhibitor	All	MOA	Cell Painting	0.00272784023206715	18	0.024649468475980055
angiogenesis inhibitor	All	MOA	Cell Painting	7.21532855342067e-4	12	-0.016143060137861476
vasopressin receptor antagonist	All	MOA	Cell Painting	0.00263554350090159	24	-0.004959726141266051
tricyclic antidepressant	All	MOA	Cell Painting	0.00416464932751062	12	0.001084750693403118
serotonin reuptake inhibitor	All	MOA	Cell Painting	0.00296878947604605	24	0.0018470798222604981
acat inhibitor	All	MOA	Cell Painting	0.00254148513275166	18	5.24340690330181e-4
potassium channel blocker	All	MOA	Cell Painting	0.00245836753730501	24	-0.010224668909857067
insulin secretagogue	All	MOA	Cell Painting	0.00240499311049574	24	-0.010868369931570851
sigma receptor antagonist	All	MOA	Cell Painting	0.00270071067282835	18	0.01680572436491136
chelating agent	All	MOA	Cell Painting	0.00266496752298261	24	-0.0023684239242376635
estrogen receptor antagonist|selective estrogen receptor modulator (serm)	All	MOA	Cell Painting	0.00398521066800317	12	-0.03266752919397496
dna polymerase inhibitor	All	MOA	Cell Painting	0.001716597160219	18	8.769825467977981e-4
endothelin receptor antagonist	All	MOA	Cell Painting	0.00244630999954866	24	-0.010413199537137076
calcineurin inhibitor	All	MOA	Cell Painting	0.0111392914755039	18	0.07034419167788793
selective serotonin reuptake inhibitor (ssri)	All	MOA	Cell Painting	0.00347776062750316	24	0.009602133425877802
atpase inhibitor	All	MOA	Cell Painting	0.002549925880906	18	0.001021073193468818
gaba receptor agonist	All	MOA	Cell Painting	0.00101632292238094	12	0.018153196706696736
pkc inhibitor	All	MOA	Cell Painting	0.00542208723427134	24	0.025426288694065713
dipeptidyl peptidase inhibitor	All	MOA	Cell Painting	0.00226664832874884	18	0.007023767428547541
gaba receptor modulator	All	MOA	Cell Painting	0.00490901675408308	24	0.02500581931717034
glutamate receptor agonist	All	MOA	Cell Painting	0.00261600855901954	24	-0.0026370991302056704
non-nucleoside reverse transcriptase inhibitor	All	MOA	Cell Painting	0.00307864463751269	24	-7.971206586331251e-5
calcium channel activator	All	MOA	Cell Painting	0.00115747362085364	12	-0.022324305688267262
calcitonin antagonist	All	MOA	Cell Painting	0.00177009278725391	18	0.006043054861927124
carnitine palmitoyltransferase inhibitor	All	MOA	Cell Painting	0.00762579530476924	12	0.11196501396541422
adenosine receptor agonist	All	MOA	Cell Painting	0.00196253461640186	18	0.0013726521117737355
cholesterol inhibitor	All	MOA	Cell Painting	0.00282958760492933	18	0.01717944410806646
matrix metalloprotease inhibitor	All	MOA	Cell Painting	0.00396755899911175	18	0.026016003060218285
cck receptor antagonist	All	MOA	Cell Painting	0.00296069414531947	24	1.9158939192050924e-4
gaba receptor antagonist	All	MOA	Cell Painting	0.0153850856219285	12	0.08650799631937392
gonadotropin releasing factor hormone receptor agonist	All	MOA	Cell Painting	8.68567817818219e-4	12	-0.009428170189853997
progesterone receptor antagonist	All	MOA	Cell Painting	0.00370960976690669	12	0.06940334485926582
dihydroorotate dehydrogenase inhibitor	All	MOA	Cell Painting	0.00931408770078483	12	0.02740513071257786
lipase inhibitor	All	MOA	Cell Painting	9.39081424672969e-4	12	-0.004655790158831569
glucosidase inhibitor	All	MOA	Cell Painting	0.00190414438906945	18	-0.002724282880397987
hiv integrase inhibitor	All	MOA	Cell Painting	0.00302067182096551	18	0.029720147566413467
benzodiazepine receptor antagonist	All	MOA	Cell Painting	0.00195630754169767	18	0.008137282522854315
fungal squalene epoxidase inhibitor	All	MOA	Cell Painting	0.0019830582561474	18	0.007490217433804151
mucolytic agent	All	MOA	Cell Painting	0.00210948753821766	18	0.014999369889246689
t-type calcium channel blocker	All	MOA	Cell Painting	0.00191860329629786	18	0.003124101200314382
mineralocorticoid receptor antagonist	All	MOA	Cell Painting	0.00288128011841399	18	0.020670341831896616
elastase inhibitor	All	MOA	Cell Painting	0.00102360295013113	12	0.009463631714328815
glutamate receptor modulator	All	MOA	Cell Painting	0.00161499101574209	18	-0.008700711726095907
diuretic	All	MOA	Cell Painting	0.00161457507974524	12	-0.016881685080811056
protein synthesis stimulant	All	MOA	Cell Painting	0.00241254488257667	18	0.014696935014423002
lipoxygenase inhibitor	All	MOA	Cell Painting	0.00196845195329107	18	7.936321715486644e-4
atp channel blocker	All	MOA	Cell Painting	0.00295703917053188	18	0.0069819565364066406
xanthine oxidase inhibitor	All	MOA	Cell Painting	0.00153427260701264	18	-0.01036695877572177
purinergic receptor antagonist	All	MOA	Cell Painting	7.80498106849595e-4	12	0.006634270347524476
farnesyltransferase inhibitor	All	MOA	Cell Painting	0.00427099781763865	18	0.03447287163527703
fatty acid synthase inhibitor	All	MOA	Cell Painting	0.00172217583883334	12	0.013308912673485445
reverse transcriptase inhibitor	All	MOA	Cell Painting	0.00141073153071024	18	-0.024336262846669177
c-met inhibitor	All	MOA	Cell Painting	8.81904128100836e-4	12	-0.012273077034636808
sulfonylurea	All	MOA	Cell Painting	0.00142212110002635	12	0.03438243121996804
acetylcholinesterase inhibitor	All	MOA	Cell Painting	9.9851231599203e-4	12	4.480747031257581e-4
isocitrate dehydrogenase inhibitor	All	MOA	Cell Painting	0.00158686876345596	12	0.011879998204659266
beta-secretase inhibitor	All	MOA	Cell Painting	9.43509421390252e-4	12	-0.0053468711632740935
thromboxane synthase inhibitor	All	MOA	Cell Painting	0.00826270159051579	12	0.0614513476879158
histamine receptor agonist	All	MOA	Cell Painting	0.00143548362924362	12	0.014484230987889625
dna alkylating agent	All	MOA	Cell Painting	0.0016684369401938	12	0.026739735541505764
5 alpha reductase inhibitor	All	MOA	Cell Painting	9.07475746562211e-4	12	-0.0184115223431441
dopamine uptake inhibitor	All	MOA	Cell Painting	9.01249859023882e-4	12	-0.0034411628214761785
dopamine reuptake inhibitor	All	MOA	Cell Painting	8.72480142515557e-4	12	-0.003631711883387725
nitric oxide stimulant	All	MOA	Cell Painting	8.34053578754292e-4	12	-0.008815579997831093
bruton's tyrosine kinase (btk) inhibitor	All	MOA	Cell Painting	0.00100966514921638	12	0.003708783569480708
thymidylate synthase inhibitor	All	MOA	Cell Painting	0.00177422490545338	12	0.030295933494566298
focal adhesion kinase inhibitor	All	MOA	Cell Painting	0.00114869683987103	12	0.030761425201185445
glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	All	MOA	Cell Painting	0.0013821933209461	12	0.013480877261173847
tyrosinase inhibitor	All	MOA	Cell Painting	0.00114716738817143	12	0.0025167606794293798
thyrotropin releasing hormone receptor agonist	All	MOA	Cell Painting	0.00235733138255199	12	0.028587324218316015
sodium/potassium/chloride transporter inhibitor	All	MOA	Cell Painting	8.4965659259179e-4	12	-0.00905100153035179
dna directed dna polymerase inhibitor	All	MOA	Cell Painting	0.00105191040989082	12	-0.013052167296483955
dna alkylating drug	All	MOA	Cell Painting	7.35354392798645e-4	12	-0.02118265939034815
acetylcholine release stimulant	All	MOA	Cell Painting	7.86489453242062e-4	12	-0.010061965480098896
oxidative stress inducer	All	MOA	Cell Painting	8.06940745529085e-4	12	-0.0010858447237126164
pim kinase inhibitor	All	MOA	Cell Painting	0.00110326943193625	12	0.017214931107638203
o6-alkylguanine-dna alkyltransferase inhibitor	All	MOA	Cell Painting	9.79289790232628e-4	12	-0.0071977645789191285
cftr channel agonist	All	MOA	Cell Painting	0.00110829815719837	12	0.003179687914020501
cytochrome p450 inhibitor	All	MOA	Cell Painting	7.63537239479116e-4	12	-0.03225261489345804
platelet activating factor receptor antagonist	All	MOA	Cell Painting	0.00142437068607576	12	0.01919459298967846
dihydrofolate reductase inhibitor	All	MOA	Cell Painting	8.47066120357373e-4	12	0.0028400981743698433
alcohol dehydrogenase inhibitor	All	MOA	Cell Painting	8.05447478210105e-4	12	-0.009154683471833177
immunosuppressant	All	MOA	Cell Painting	0.00142227083668234	12	0.01544869413349136
growth hormone secretagogue receptor agonist	All	MOA	Cell Painting	0.00108952278374888	12	0.01929855757262358
antiviral	All	MOA	Cell Painting	0.00381297680262892	12	0.03911607328477994
tgf beta receptor inhibitor	All	MOA	Cell Painting	0.00102123229962127	12	0.00932374191507862
membrane permeability inhibitor	All	MOA	Cell Painting	6.59810796026359e-4	12	-0.03126115985621808
neurotrophic agent	All	MOA	Cell Painting	0.00129261184615958	12	0.030440442579716315
cannabinoid receptor inverse agonist	All	MOA	Cell Painting	7.88132028829123e-4	12	0.00890931380794348
antithyroid agent	All	MOA	Cell Painting	0.00111944896864422	12	0.018127683279939466
beta lactamase inhibitor	All	MOA	Cell Painting	0.00172342678941638	12	0.010197301028775458
tumor necrosis factor release inhibitor	All	MOA	Cell Painting	7.05686085311394e-4	12	-0.024107611881708506
trpv antagonist	All	MOA	Cell Painting	0.00365957850916579	12	0.052323774912384505
rna synthesis inhibitor	All	MOA	Cell Painting	0.00107458919941108	12	-0.008760157238451041
adrenergic inhibitor	All	MOA	Cell Painting	0.00107558188920121	12	0.010135511948474465
thrombin inhibitor	All	MOA	Cell Painting	8.72658716919543e-4	12	0.003114749588669405
thromboxane receptor antagonist	All	MOA	Cell Painting	0.0013760061132391	12	0.02779900396003434
nitric oxide donor	All	MOA	Cell Painting	0.00194156390194797	12	0.016153305011868187
ribonucleoside reductase inhibitor	All	MOA	Cell Painting	0.00186578109408218	12	0.03317580708681236
histamine receptor modulator	All	MOA	Cell Painting	9.78897939027269e-4	12	-0.0026019542389364987
bcr-abl kinase inhibitor	All	MOA	Cell Painting	0.00160174096103055	12	0.02500419098261114
calmodulin antagonist	All	MOA	Cell Painting	8.278886464812e-4	12	-0.020437699214259877
ribonucleotide reductase inhibitor	All	MOA	Cell Painting	0.0010462923038802	12	0.005647618327858855
proteasome inhibitor	3.33 uM	MOA	L1000	1	4	0.7390543729432919
proteasome inhibitor	10 uM	MOA	L1000	1	4	0.7245629237915516
hsp inhibitor	3.33 uM	MOA	L1000	1	5	0.7037139339523656
hsp inhibitor	10 uM	MOA	L1000	1	5	0.7374533799410818
mek inhibitor	3.33 uM	MOA	L1000	1	8	0.6190278638384056
mek inhibitor	10 uM	MOA	L1000	0.985031387735471	8	0.6716873912992891
mek inhibitor	1.11 uM	MOA	L1000	0.942919237965781	8	0.5508164705458369
mdm inhibitor	10 uM	MOA	L1000	0.885714285714286	3	0.6834689372653592
mek inhibitor	0.37 uM	MOA	L1000	0.868906323698446	8	0.5035473825511201
glucocorticoid receptor agonist	1.11 uM	MOA	L1000	0.854869213157595	14	0.433709869525685
glucocorticoid receptor agonist	0.37 uM	MOA	L1000	0.852137071809857	14	0.3957290332629977
glucocorticoid receptor agonist	3.33 uM	MOA	L1000	0.810337541671348	14	0.444676752314633
mtor inhibitor	1.11 uM	MOA	L1000	0.787270583927318	6	0.4710593378159846
hsp inhibitor	1.11 uM	MOA	L1000	0.741206624916302	5	0.6968216548980803
mtor inhibitor	0.37 uM	MOA	L1000	0.732215820155793	6	0.431470478245013
glucocorticoid receptor agonist	0.12 uM	MOA	L1000	0.712604138739733	14	0.337704900138569
mtor inhibitor	3.33 uM	MOA	L1000	0.695598991649121	6	0.4642950542878065
glucocorticoid receptor agonist	0.04 uM	MOA	L1000	0.663277265901587	14	0.3021105579944646
proteasome inhibitor	1.11 uM	MOA	L1000	0.656926406926407	4	0.607681827948317
hdac inhibitor	10 uM	MOA	L1000	0.646798999402206	13	0.4820752555659501
mtor inhibitor	10 uM	MOA	L1000	0.605859112603633	6	0.4443303821178165
glucocorticoid receptor agonist	10 uM	MOA	L1000	0.579940307939533	14	0.40610606092827295
plk inhibitor	0.12 uM	MOA	L1000	0.546561369387456	4	0.4120128901279094
mtor inhibitor	0.12 uM	MOA	L1000	0.523138005622264	6	0.3904233043126125
proteasome inhibitor	0.37 uM	MOA	L1000	0.520637102865481	4	0.3791856797599991
plk inhibitor	1.11 uM	MOA	L1000	0.510872667780563	4	0.39578866644708016
mek inhibitor	0.12 uM	MOA	L1000	0.507284453695566	8	0.28515164909042734
plk inhibitor	0.37 uM	MOA	L1000	0.479023800155514	4	0.4447402249416864
mtor inhibitor|pi3k inhibitor	3.33 uM	MOA	L1000	0.467066959131941	4	0.5931055248332862
mtor inhibitor|pi3k inhibitor	10 uM	MOA	L1000	0.462308152938876	4	0.6671653862167258
hsp inhibitor	0.37 uM	MOA	L1000	0.444218166431184	5	0.3351257414088135
xiap inhibitor	10 uM	MOA	L1000	0.435327635327635	3	0.17877415214746992
hdac inhibitor	3.33 uM	MOA	L1000	0.422918116292563	13	0.23618797156179916
plk inhibitor	3.33 uM	MOA	L1000	0.40491452991453	4	0.3686304182278656
mdm inhibitor	3.33 uM	MOA	L1000	0.403783244269636	3	0.44334374770924306
mtor inhibitor	0.04 uM	MOA	L1000	0.402436735234755	6	0.3847240198679786
mtor inhibitor|pi3k inhibitor	1.11 uM	MOA	L1000	0.375724125077502	4	0.4297330140941741
hdac inhibitor	1.11 uM	MOA	L1000	0.342383475022025	13	0.20153709857028973
plk inhibitor	0.04 uM	MOA	L1000	0.32352715095784	4	0.22994070028179908
hsp inhibitor	0.12 uM	MOA	L1000	0.305875375145332	5	0.02972171550842905
mtor inhibitor|pi3k inhibitor	0.37 uM	MOA	L1000	0.271217337831009	4	0.133304143318933
cdk inhibitor	10 uM	MOA	L1000	0.235888404836999	7	0.21469003238979648
tubulin inhibitor	3.33 uM	MOA	L1000	0.229334842068171	8	0.27021218451824275
cannabinoid receptor agonist	10 uM	MOA	L1000	0.223460738342134	3	-0.18873097300703248
xiap inhibitor	0.37 uM	MOA	L1000	0.211166905786705	3	0.19021716498678667
tubulin inhibitor	10 uM	MOA	L1000	0.209603278390872	8	0.2767789591657714
plk inhibitor	10 uM	MOA	L1000	0.204093444168381	4	0.22275872827923998
hdac inhibitor	0.37 uM	MOA	L1000	0.195024074303178	13	0.12410780163819034
topoisomerase inhibitor	3.33 uM	MOA	L1000	0.191551272497116	15	0.06982646791056023
mtor inhibitor|pi3k inhibitor	0.12 uM	MOA	L1000	0.188854201121292	4	0.09878628689399996
proteasome inhibitor	0.12 uM	MOA	L1000	0.174323804039324	4	0.06801762776302017
mdm inhibitor	1.11 uM	MOA	L1000	0.172111179797147	3	0.20462402030140306
xiap inhibitor	3.33 uM	MOA	L1000	0.171438841532299	3	0.17596266142083286
mek inhibitor	0.04 uM	MOA	L1000	0.158177719199103	8	0.17654681413958412
topoisomerase inhibitor	0.37 uM	MOA	L1000	0.152200922902631	15	0.04353657634036748
hsp inhibitor	0.04 uM	MOA	L1000	0.145308293072671	5	0.1202837558186641
topoisomerase inhibitor	1.11 uM	MOA	L1000	0.145070413830022	15	0.04454839504076501
topoisomerase inhibitor	0.12 uM	MOA	L1000	0.140828542482436	15	0.01684000309737092
topoisomerase inhibitor	10 uM	MOA	L1000	0.138759687092697	15	0.13561694979472405
akt inhibitor	10 uM	MOA	L1000	0.127275717226686	6	0.07528909363426965
cdk inhibitor	1.11 uM	MOA	L1000	0.116986064514645	7	0.15980988064323215
tubulin inhibitor	0.37 uM	MOA	L1000	0.116860767579563	8	-0.010141347606073764
cdk inhibitor	3.33 uM	MOA	L1000	0.113826531692551	7	0.16340210263045754
topoisomerase inhibitor	0.04 uM	MOA	L1000	0.112082130312019	15	0.012178375448432914
bcl inhibitor	10 uM	MOA	L1000	0.0862423542835914	3	0.2097225369285996
akt inhibitor	3.33 uM	MOA	L1000	0.0763590174501298	6	0.05537277152968329
protein synthesis inhibitor	0.12 uM	MOA	L1000	0.0745200676144105	6	0.06393943048959078
protein synthesis inhibitor	3.33 uM	MOA	L1000	0.0719741185738461	6	-0.001960874242761786
protein synthesis inhibitor	1.11 uM	MOA	L1000	0.0716562627877058	6	-0.0450448223959619
protein synthesis inhibitor	0.04 uM	MOA	L1000	0.0716322813539105	6	0.03385420571185717
protein synthesis inhibitor	0.37 uM	MOA	L1000	0.0713152136034962	6	-0.03741528935225799
protein synthesis inhibitor	10 uM	MOA	L1000	0.0704649444005461	6	-0.012122207191712163
tubulin inhibitor	1.11 uM	MOA	L1000	0.0697630703184915	8	0.046322818523814785
xiap inhibitor	1.11 uM	MOA	L1000	0.0683606479200114	3	0.21350074504108155
hdac inhibitor	0.12 uM	MOA	L1000	0.0665141297293252	13	0.07554743514798468
hmgcr inhibitor	10 uM	MOA	L1000	0.0663855873625418	5	0.039869316328702886
microtubule inhibitor	1.11 uM	MOA	L1000	0.0599218431754317	3	0.07259429002592993
pi3k inhibitor	10 uM	MOA	L1000	0.058467818624028	7	0.07166276518294962
aromatase inhibitor	3.33 uM	MOA	L1000	0.0584413024256896	3	0.08119276754924595
microtubule inhibitor	0.37 uM	MOA	L1000	0.0582327006351268	3	0.07077446448193793
adenosine receptor antagonist	1.11 uM	MOA	L1000	0.0568738147761136	4	0.19551645494534714
egfr inhibitor	10 uM	MOA	L1000	0.05627104149572	13	0.16127231166304629
dopamine receptor antagonist|serotonin receptor antagonist	10 uM	MOA	L1000	0.0519204552203233	9	0.030434058927509236
dopamine receptor antagonist|serotonin receptor antagonist	0.04 uM	MOA	L1000	0.04673336420899	9	0.007341301553054408
dopamine receptor antagonist|serotonin receptor antagonist	3.33 uM	MOA	L1000	0.0464078776436301	9	0.022383699765989425
mtor inhibitor|pi3k inhibitor	0.04 uM	MOA	L1000	0.0462115159927347	4	0.052582572954741356
dopamine receptor antagonist|serotonin receptor antagonist	0.37 uM	MOA	L1000	0.0460347042599097	9	-0.006103297984102565
dna polymerase inhibitor	3.33 uM	MOA	L1000	0.0460271796230677	3	0.039497745396435066
dopamine receptor antagonist|serotonin receptor antagonist	0.12 uM	MOA	L1000	0.0457769466805188	9	0.03965044531996562
dopamine receptor antagonist	10 uM	MOA	L1000	0.0454457920753076	19	0.05496809367047058
dopamine receptor antagonist|serotonin receptor antagonist	1.11 uM	MOA	L1000	0.044251507101478	9	-0.0027234201904656804
alk tyrosine kinase receptor inhibitor	3.33 uM	MOA	L1000	0.0435490108496987	3	-0.0027806793534416773
dna inhibitor	3.33 uM	MOA	L1000	0.0435345006939283	5	0.006394866551645718
cyclooxygenase inhibitor|prostanoid receptor antagonist	0.12 uM	MOA	L1000	0.0435305146745731	4	0.01047400330438999
cyclooxygenase inhibitor|prostanoid receptor antagonist	0.37 uM	MOA	L1000	0.0433064775608382	4	0.05273080822634311
cyclooxygenase inhibitor|prostanoid receptor antagonist	3.33 uM	MOA	L1000	0.0430127348054284	4	0.016838957835850998
serotonin receptor agonist|serotonin receptor antagonist	0.37 uM	MOA	L1000	0.0406854841814748	3	-0.057312576186314974
serotonin receptor agonist|serotonin receptor antagonist	0.04 uM	MOA	L1000	0.040250007848338	3	0.10637700945590979
serotonin receptor agonist|serotonin receptor antagonist	1.11 uM	MOA	L1000	0.0397250161026046	3	0.12141189504526786
prostanoid receptor agonist	10 uM	MOA	L1000	0.0395295748177411	3	0.1605545403043915
egfr inhibitor	3.33 uM	MOA	L1000	0.0374702359449108	13	0.14988695579297073
serotonin receptor agonist|serotonin receptor antagonist	10 uM	MOA	L1000	0.037374480377547	3	0.04169435929470202
aromatase inhibitor	0.37 uM	MOA	L1000	0.0369308410699511	3	0.12145687531515117
cyclooxygenase inhibitor|prostanoid receptor antagonist	10 uM	MOA	L1000	0.036871233836825	4	-0.04764468919096887
cyclooxygenase inhibitor|prostanoid receptor antagonist	1.11 uM	MOA	L1000	0.0368131036012688	4	0.02376050051950399
pi3k inhibitor	3.33 uM	MOA	L1000	0.0367243947140296	7	-0.007120777823213821
dopamine receptor antagonist	3.33 uM	MOA	L1000	0.0365485046897409	19	0.03927759180385006
adrenergic receptor antagonist	1.11 uM	MOA	L1000	0.0363680311679312	31	0.03551235758465457
adrenergic receptor antagonist	0.37 uM	MOA	L1000	0.0357303020818072	31	0.03005516674116861
cyclooxygenase inhibitor	0.12 uM	MOA	L1000	0.0354740090585324	27	0.023633699926879644
serotonin receptor agonist|serotonin receptor antagonist	3.33 uM	MOA	L1000	0.0352763388496233	3	0.09698643017124987
adrenergic receptor antagonist	3.33 uM	MOA	L1000	0.0343247399698592	31	0.034113397866223125
cyclooxygenase inhibitor	0.37 uM	MOA	L1000	0.0341112121221592	27	0.025800282090626975
dna polymerase inhibitor	10 uM	MOA	L1000	0.0340896787609407	3	0.07842096445578874
cyclooxygenase inhibitor|prostanoid receptor antagonist	0.04 uM	MOA	L1000	0.0337483961148254	4	0.03326156242233237
adrenergic receptor antagonist	10 uM	MOA	L1000	0.0337233698272716	31	0.029479711585676027
cyclooxygenase inhibitor	3.33 uM	MOA	L1000	0.0336460322801857	27	0.012169622291200593
dopamine receptor antagonist	0.04 uM	MOA	L1000	0.033435182619004	19	0.04508661046189499
cyclooxygenase inhibitor	1.11 uM	MOA	L1000	0.0326017451579797	27	0.028841438796973342
dopamine receptor antagonist	0.37 uM	MOA	L1000	0.0324128765852584	19	0.032462492672558706
cyclooxygenase inhibitor	10 uM	MOA	L1000	0.0319552836497969	27	0.022899506208943033
hdac inhibitor	0.04 uM	MOA	L1000	0.0319089360988986	13	0.041945695794801355
serotonin receptor agonist|serotonin receptor antagonist	0.12 uM	MOA	L1000	0.0318552924470448	3	0.06183805607779679
adrenergic receptor antagonist	0.12 uM	MOA	L1000	0.0316432752485745	31	0.03289347538456498
adrenergic receptor antagonist	0.04 uM	MOA	L1000	0.0306615425044226	31	0.02824026971230739
dopamine receptor antagonist	1.11 uM	MOA	L1000	0.0305217032782515	19	0.049056123418274665
cyclooxygenase inhibitor	0.04 uM	MOA	L1000	0.0299621948340024	27	0.021509994297136247
tubulin inhibitor	0.12 uM	MOA	L1000	0.0299253347722207	8	0.022460737863476875
dopamine receptor antagonist	0.12 uM	MOA	L1000	0.029503999087765	19	0.04456242087134499
phosphodiesterase inhibitor	0.37 uM	MOA	L1000	0.0280564456235102	28	0.027668600322227878
phosphodiesterase inhibitor	1.11 uM	MOA	L1000	0.0279912692177154	28	0.025713116936845287
phosphodiesterase inhibitor	0.04 uM	MOA	L1000	0.0278437474945418	28	0.03431174021657605
nucleoside reverse transcriptase inhibitor	3.33 uM	MOA	L1000	0.0278070547616009	4	-0.021106290653475416
phosphodiesterase inhibitor	3.33 uM	MOA	L1000	0.027714640251625	28	0.019244981810234672
prostanoid receptor antagonist	0.04 uM	MOA	L1000	0.0275393749310347	3	0.18378554192661814
phosphodiesterase inhibitor	10 uM	MOA	L1000	0.027485930120624	28	0.026719181323522745
histamine receptor antagonist	0.37 uM	MOA	L1000	0.0274352999672343	24	0.04073038869992605
histamine receptor antagonist	0.12 uM	MOA	L1000	0.0272755575495597	24	0.033598124623743564
acat inhibitor	3.33 uM	MOA	L1000	0.0271204253479283	3	-0.07205789291440688
phosphodiesterase inhibitor	0.12 uM	MOA	L1000	0.027115023210394	28	0.027456917331712086
serotonin receptor antagonist	10 uM	MOA	L1000	0.0270914204757167	12	0.04589384246350452
matrix metalloprotease inhibitor	10 uM	MOA	L1000	0.027045062946929	3	0.103949268051317
serotonin receptor antagonist	0.37 uM	MOA	L1000	0.0266898667132763	12	0.05689885082854916
pi3k inhibitor	1.11 uM	MOA	L1000	0.026278349958542	7	0.043249265470174575
acetylcholine receptor antagonist	1.11 uM	MOA	L1000	0.02612595292725	21	0.02235741964460433
sterol demethylase inhibitor	3.33 uM	MOA	L1000	0.0261194251980124	7	0.0581423469208026
histamine receptor antagonist	10 uM	MOA	L1000	0.0261046403599917	24	0.037821029030541436
serotonin receptor antagonist	0.04 uM	MOA	L1000	0.0259148213266547	12	0.05453724129534295
serotonin receptor antagonist	1.11 uM	MOA	L1000	0.0257807168745874	12	0.04758421464196064
histamine receptor antagonist	1.11 uM	MOA	L1000	0.0257002348095461	24	0.02766527738997304
serotonin receptor antagonist	3.33 uM	MOA	L1000	0.0255760079673396	12	0.04786994231527867
sigma receptor antagonist	0.12 uM	MOA	L1000	0.0252061604159262	3	-0.05340025273572771
adrenergic receptor agonist	3.33 uM	MOA	L1000	0.0249284279093779	20	0.024944582547288884
acat inhibitor	1.11 uM	MOA	L1000	0.0248949151940883	3	-0.027784508138259327
rho associated kinase inhibitor	10 uM	MOA	L1000	0.0248752870090426	6	0.04765520742239162
mdm inhibitor	0.37 uM	MOA	L1000	0.0244657900470544	3	0.023298963013852293
egfr inhibitor	1.11 uM	MOA	L1000	0.0243982536649235	13	0.10750259227247645
acetylcholine receptor antagonist	10 uM	MOA	L1000	0.0243268105387419	21	0.03614232847274
egfr inhibitor	0.37 uM	MOA	L1000	0.024264476314289	13	0.10937881659740453
adrenergic receptor agonist	0.37 uM	MOA	L1000	0.0241800512749835	20	0.029667212868663632
histamine receptor antagonist	3.33 uM	MOA	L1000	0.024130433446908	24	0.025433032097236668
adrenergic receptor agonist	0.12 uM	MOA	L1000	0.0241110189647278	20	0.028389297501136643
fungal squalene epoxidase inhibitor	10 uM	MOA	L1000	0.0233216395054842	3	0.08309409173250339
serotonin receptor antagonist	0.12 uM	MOA	L1000	0.0230645246712834	12	0.03370916504178709
acetylcholine receptor antagonist	0.37 uM	MOA	L1000	0.0229767858933916	21	0.032626033261054524
adrenergic receptor agonist	10 uM	MOA	L1000	0.022858142668753	20	0.02060911430176974
acetylcholine receptor antagonist	3.33 uM	MOA	L1000	0.0224255706176069	21	0.016791549047469156
acetylcholine receptor antagonist	0.12 uM	MOA	L1000	0.0220813778843627	21	0.030580856270988502
cannabinoid receptor agonist	0.37 uM	MOA	L1000	0.0220491739522588	3	-0.16740047626136292
histamine receptor antagonist	0.04 uM	MOA	L1000	0.0219583000096623	24	0.03057111591228856
gamma secretase inhibitor	0.37 uM	MOA	L1000	0.0219323428751259	7	0.10607339602232443
microtubule inhibitor	3.33 uM	MOA	L1000	0.0218101744182505	3	0.0017229239935670796
adrenergic receptor agonist	1.11 uM	MOA	L1000	0.0218022007145535	20	0.028509036444948815
acetylcholine receptor antagonist	0.04 uM	MOA	L1000	0.0217230053143752	21	0.024049673768068394
