assay	compound	moa	dose	well	no_of_replicates_per_compound	median_replicate_correlation_compound	p_value_compound	no_of_compounds_per_moa	median_replicate_correlation_moa	p_value_moa
L1000	adapalene	retinoid receptor agonist	3.33 uM	N08	3	0.1301159404338209	0.012	6	0.06468351096203731	0.091
L1000	adarotene	retinoid receptor agonist	3.33 uM	A14	4	0.3620096534339233	0	6	0.06468351096203731	0.091
L1000	adatanserin	serotonin receptor agonist|serotonin receptor antagonist	3.33 uM	L14	3	0.053015031266304	0.213	3	0.09698643017124987	0.096
L1000	adenosine	adenosine receptor agonist	3.33 uM	G02	4	0.0126409890629176	0.75	3	0.004704607728849526	0.533
L1000	adoprazine	NA	3.33 uM	L20	3	0.0442528789321622	0.31	NA	NA	NA
L1000	afatinib	egfr inhibitor	3.33 uM	M02	3	0.1283017562642136	0.017	13	0.14988695579297073	0
L1000	afloqualone	acetylcholine receptor antagonist	3.33 uM	E08	3	-0.0062715556877186	0.797	21	0.016791549047469156	0.69
L1000	agi-5198	isocitrate dehydrogenase inhibitor	3.33 uM	I14	3	0.0649305560471933	0.226	NA	NA	NA
L1000	agi-6780	isocitrate dehydrogenase inhibitor	3.33 uM	C08	2	0.0291493526940687	0.476	NA	NA	NA
L1000	agomelatine	NA	3.33 uM	L02	3	0.0537280252335481	0.173	NA	NA	NA
L1000	agp-103	membrane permeability inhibitor	3.33 uM	N08	3	0.112951446064024	0.02	NA	NA	NA
L1000	alaproclate	serotonin receptor antagonist	3.33 uM	M08	3	0.0237580653199549	0.42	12	0.04786994231527867	0.06
L1000	albendazole	tubulin inhibitor	3.33 uM	P02	3	0.2715949574738557	0.076	8	0.27021218451824275	0
L1000	alectinib	alk tyrosine kinase receptor inhibitor	3.33 uM	P08	3	0.0994603486577203	0.074	3	-0.0027806793534416773	0.589
L1000	alisertib	aurora kinase inhibitor	3.33 uM	F20	2	0.1827628971999636	0.033	NA	NA	NA
L1000	aliskiren	NA	3.33 uM	I08	3	0.0108126970223001	0.746	NA	NA	NA
L1000	alizapride	dopamine receptor antagonist	3.33 uM	M14	3	0.0685109288459564	0.136	19	0.03927759180385006	0.063
L1000	allopurinol	xanthine oxidase inhibitor	3.33 uM	O08	3	0.1001335658279681	0.074	3	0.001745183450234194	0.558
L1000	almitrine	NA	3.33 uM	O20	3	0.0230986573696671	0.482	NA	NA	NA
L1000	almorexant	orexin receptor antagonist	3.33 uM	K20	3	0.0585187971427044	0.193	NA	NA	NA
L1000	altanserin	serotonin receptor antagonist	3.33 uM	C14	3	0.1853874834465957	0.001	12	0.04786994231527867	0.06
L1000	altrenogest	progestogen hormone	3.33 uM	L02	3	0.1199605701515609	0.029	NA	NA	NA
L1000	altretamine	dna synthesis inhibitor	3.33 uM	K20	3	0.0332307794921257	0.402	7	0.010465672219474613	0.652
L1000	alvespimycin	hsp inhibitor	3.33 uM	A20	3	0.5808861264596354	0	5	0.7037139339523656	0
L1000	alvimopan	opioid receptor antagonist	3.33 uM	P20	3	0.050273362365021	0.277	4	0.027800222166172776	0.409
L1000	alvocidib	cdk inhibitor	3.33 uM	B20	3	0.7013578370379007	0	7	0.16340210263045754	0
L1000	am-24	lipoxygenase inhibitor	3.33 uM	I20	3	0.1040282584701654	0.047	3	-0.011157424851012076	0.65
L1000	amantadine	glutamate receptor antagonist	3.33 uM	E20	3	0.1097467057048929	0.038	5	0.005714707842068932	0.665
L1000	ambrisentan	endothelin receptor antagonist	3.33 uM	I02	3	0.0283504879806392	0.453	4	0.0541588918380025	0.185
L1000	ambroxol	sodium channel blocker	3.33 uM	B20	3	0.2364655483722526	0.001	11	0.04485901524059088	0.093
L1000	amd11070	cc chemokine receptor antagonist	3.33 uM	M02	3	0.0263933330985642	0.491	7	0.03381347885565456	0.288
L1000	amg-208	tyrosine kinase inhibitor	3.33 uM	E08	3	0.0017833159435393	0.714	4	-0.07014997442957766	0.977
L1000	amg-232	mdm inhibitor	3.33 uM	J20	3	0.62894632060225	0	3	0.44334374770924306	0
L1000	amg-517	trpv antagonist	3.33 uM	P02	3	0.020086907234979	0.843	NA	NA	NA
L1000	amikacin	bacterial 30s ribosomal subunit inhibitor	3.33 uM	P02	3	0.0421414442368631	0.716	5	0.03752722658842937	0.285
L1000	amiloride	sodium channel blocker	3.33 uM	I08	3	0.100874332300021	0.06	11	0.04485901524059088	0.093
L1000	aminocaproic-acid	NA	3.33 uM	J08	3	0.001163757011105	0.796	NA	NA	NA
L1000	aminoglutethimide	NA	3.33 uM	B14	3	0.0816665779586979	0.106	NA	NA	NA
L1000	aminoguanidine	nitric oxide synthase inhibitor	3.33 uM	A08	3	0.0716375753601239	0.141	4	0.025051341195698813	0.433
L1000	aminolevulinic-acid	oxidative stress inducer	3.33 uM	H08	3	0.0383659591062858	0.389	NA	NA	NA
L1000	aminosalicylic-acid	cyclooxygenase inhibitor	3.33 uM	B08	3	-0.0198040254825754	0.933	27	0.012169622291200593	0.928
L1000	amiodarone	potassium channel blocker	3.33 uM	K14	3	0.0535977992368237	0.262	4	0.011726237367337147	0.576
L1000	amiprilose	NA	3.33 uM	I20	3	0.1416536620180642	0.015	NA	NA	NA
L1000	amitifadine	NA	3.33 uM	E14	3	-0.0619166124360105	0.995	NA	NA	NA
L1000	amlexanox	histamine receptor modulator	3.33 uM	E08	3	-3.002593312563e-4	0.736	NA	NA	NA
L1000	amlodipine	calcium channel blocker	3.33 uM	H08	3	0.0331732095859233	0.437	15	0.02926712275507572	0.268
L1000	ammonium-glycyrrhizinate	thrombin inhibitor	3.33 uM	O14	3	0.1167492264293141	0.053	NA	NA	NA
L1000	amonafide	topoisomerase inhibitor	3.33 uM	C14	3	0.2389605833322838	0	15	0.06982646791056023	0.001
L1000	amoxapine	NA	3.33 uM	I14	4	0.043204541424923	0.378	NA	NA	NA
L1000	ampalex	glutamate receptor agonist	3.33 uM	A14	3	0.0365981247810053	0.303	4	-0.05376709945985942	0.948
L1000	amrinone	phosphodiesterase inhibitor	3.33 uM	L08	3	0.0479714996000465	0.21	28	0.019244981810234672	0.685
L1000	amsacrine	topoisomerase inhibitor	3.33 uM	D08	3	0.6333500390830518	0	15	0.06982646791056023	0.001
L1000	amtolmetin-guacil	cyclooxygenase inhibitor	3.33 uM	K02	3	0.0714361344024485	0.225	27	0.012169622291200593	0.928
L1000	amuvatinib	NA	3.33 uM	M14	2	0.1656157463769485	0.043	NA	NA	NA
L1000	anamorelin	growth hormone secretagogue receptor agonist	3.33 uM	E20	4	0.0854944845798349	0.041	NA	NA	NA
L1000	anandamide	cannabinoid receptor agonist	3.33 uM	K14	3	-0.0025763883938718	0.836	3	0.06895893893862332	0.173
L1000	andrographolide	NA	3.33 uM	N20	3	0.1138080791724497	0.04	NA	NA	NA
L1000	anecortave-acetate	NA	3.33 uM	G20	2	0.0598904290038042	0.277	NA	NA	NA
L1000	anidulafungin	NA	3.33 uM	J08	3	0.0517221884657009	0.283	NA	NA	NA
L1000	aniracetam	glutamate receptor agonist	3.33 uM	D20	3	0.0898638784869622	0.066	4	-0.05376709945985942	0.948
L1000	anisodamine	NA	3.33 uM	N02	3	0.0688624798004015	0.131	NA	NA	NA
L1000	ap26113	alk tyrosine kinase receptor inhibitor	3.33 uM	B14	3	0.1946816584529025	0.003	3	-0.0027806793534416773	0.589
L1000	apafant	platelet activating factor receptor antagonist	3.33 uM	I02	3	0.0182893377325554	0.57	NA	NA	NA
L1000	apd668	glucose-dependent insulinotropic receptor (gdir, gpr119) agonists	3.33 uM	L20	3	0.1095500223982626	0.045	NA	NA	NA
L1000	aphidicolin	rna synthesis inhibitor	3.33 uM	M02	3	0.3084509306079752	0	NA	NA	NA
L1000	api-001	sigma receptor antagonist	3.33 uM	H14	3	0.0066817243872512	0.711	3	-0.16896596674417128	0.996
L1000	apixaban	coagulation factor inhibitor	3.33 uM	P08	3	0.0292198095662247	0.437	4	0.049274788261094084	0.221
L1000	apocynin	NA	3.33 uM	P20	3	0.1434687206787733	0.013	NA	NA	NA
L1000	apremilast	phosphodiesterase inhibitor	3.33 uM	D02	3	0.0678236231534074	0.205	28	0.019244981810234672	0.685
L1000	aprepitant	tachykinin antagonist	3.33 uM	K02	3	0.0345334195532636	0.479	6	0.061084966176482285	0.1
L1000	arbutin	NA	3.33 uM	B14	3	0.0369674994618635	0.353	NA	NA	NA
L1000	argatroban	thrombin inhibitor	3.33 uM	J20	3	0.0274249910184677	0.404	NA	NA	NA
L1000	arglabin	farnesyltransferase inhibitor	3.33 uM	D14	3	0.0133835618274548	0.567	3	0.04417224318703313	0.279
L1000	aripiprazole	serotonin receptor agonist|serotonin receptor antagonist	3.33 uM	F20	3	0.1252625800832726	0.017	3	0.09698643017124987	0.096
L1000	arofylline	phosphodiesterase inhibitor	3.33 uM	I08	3	-0.009407475925732	0.912	28	0.019244981810234672	0.685
L1000	arry-334543	egfr inhibitor	3.33 uM	D08	3	0.0571105848638837	0.211	13	0.14988695579297073	0
L1000	artesunate	dna synthesis inhibitor	3.33 uM	M14	3	0.2328254507254588	0.001	7	0.010465672219474613	0.652
L1000	asa-404	angiogenesis inhibitor	3.33 uM	G08	3	0.1236918602366671	0.034	NA	NA	NA
L1000	asc-j9	NA	3.33 uM	P08	3	0.0055117757562644	0.73	NA	NA	NA
L1000	asenapine	dopamine receptor antagonist|serotonin receptor antagonist	3.33 uM	I14	3	0.0414313740045182	0.404	9	0.022383699765989425	0.458
L1000	aspirin	cyclooxygenase inhibitor	3.33 uM	O20	3	-0.016618574248758	0.878	27	0.012169622291200593	0.928
L1000	at13387	NA	3.33 uM	F02	3	0.3421654935968852	0	NA	NA	NA
L1000	ataluren	NA	3.33 uM	I02	3	0.208056381905408	0.003	NA	NA	NA
L1000	atenolol	adrenergic receptor antagonist	3.33 uM	B14	2	0.1361889712944034	0.074	31	0.034113397866223125	0.058
L1000	atipamezole	adrenergic receptor antagonist	3.33 uM	F14	3	0.0083980770954804	0.647	31	0.034113397866223125	0.058
L1000	atn-161	integrin antagonist	3.33 uM	D02	3	0.058369857046759	0.257	5	-0.02878147192035483	0.914
L1000	atomoxetine	NA	3.33 uM	E08	3	0.0139647442333956	0.584	NA	NA	NA
L1000	atorvastatin	hmgcr inhibitor	3.33 uM	H02	3	-0.0205097620369522	0.93	5	-0.011226206821091623	0.815
L1000	atracurium	acetylcholine receptor antagonist	3.33 uM	J20	3	0.064160199610741	0.12	21	0.016791549047469156	0.69
L1000	atrasentan	endothelin receptor antagonist	3.33 uM	D20	3	0.0463839563785466	0.264	4	0.0541588918380025	0.185
L1000	av-608	tachykinin antagonist	3.33 uM	G20	3	0.113000151413276	0.029	6	0.061084966176482285	0.1
L1000	avagacestat	gamma secretase inhibitor	3.33 uM	J02	3	0.052508586501197	0.295	7	0.08641377884094295	0.021
L1000	avanafil	phosphodiesterase inhibitor	3.33 uM	L14	3	5.640707993566e-4	0.712	28	0.019244981810234672	0.685
L1000	avasimibe	acat inhibitor	3.33 uM	B08	3	0.3953929423617949	0	3	-0.07205789291440688	0.91
L1000	avl-292	bruton's tyrosine kinase (btk) inhibitor	3.33 uM	A20	3	0.2921106426528303	0	NA	NA	NA
L1000	avn-944	inosine monophosphate dehydrogenase inhibitor	3.33 uM	A14	3	0.4252107982547549	0	NA	NA	NA
L1000	azacitidine	dna methyltransferase inhibitor	3.33 uM	L14	3	0.5296535058422829	0	3	0.050448477556154864	0.25
L1000	azathioprine	NA	3.33 uM	F20	3	0.1125261181563585	0.025	NA	NA	NA
L1000	azd1208	pim kinase inhibitor	3.33 uM	G02	3	0.0471423689732976	0.349	NA	NA	NA
L1000	azd1480	jak inhibitor	3.33 uM	L20	3	0.001912098580148	0.758	5	0.030948639652851617	0.357
L1000	azd1981	NA	3.33 uM	B14	3	0.0582838733146499	0.209	NA	NA	NA
L1000	azd2014	mtor inhibitor	3.33 uM	H02	3	0.5917740117692103	0	6	0.4642950542878065	0
L1000	azd3514	NA	3.33 uM	D20	2	0.1461822989865082	0.065	NA	NA	NA
L1000	azd4547	NA	3.33 uM	B20	3	0.1778548891147278	0.016	NA	NA	NA
L1000	azd5363	akt inhibitor	3.33 uM	N08	3	0.0798268590331229	0.076	6	0.05537277152968329	0.131
L1000	azd7545	NA	3.33 uM	B08	3	0.0271445352814914	0.466	NA	NA	NA
L1000	azd7687	diacylglycerol o acyltransferase inhibitor	3.33 uM	L14	3	0.0798718731302934	0.117	NA	NA	NA
L1000	azd7762	NA	3.33 uM	P08	3	0.4814804813873552	0	NA	NA	NA
L1000	azd8931	egfr inhibitor	3.33 uM	M02	3	0.1468839687339902	0.012	13	0.14988695579297073	0
L1000	azd9668	elastase inhibitor	3.33 uM	L20	3	0.0509254097077022	0.241	NA	NA	NA
L1000	azelaic-acid	tyrosinase inhibitor	3.33 uM	F14	3	0.1136698427626946	0.03	NA	NA	NA
L1000	azelastine	histamine receptor antagonist	3.33 uM	E08	3	0.0263253563215983	0.438	24	0.025433032097236668	0.345
L1000	balaglitazone	NA	3.33 uM	B08	4	0.0499178141114985	0.229	NA	NA	NA
L1000	balapiravir	rna polymerase inhibitor	3.33 uM	M14	3	0.0713153844581081	0.126	7	0.012227959356909174	0.628
L1000	balicatib	cathepsin inhibitor	3.33 uM	P20	3	0.0755687761616539	0.125	NA	NA	NA
L1000	balsalazide	cyclooxygenase inhibitor	3.33 uM	J08	3	0.0263073853921421	0.523	27	0.012169622291200593	0.928
L1000	bambuterol	adrenergic receptor agonist	3.33 uM	I20	3	0.0023410367348995	0.7	20	0.024944582547288884	0.36
L1000	bardoxolone-methyl	NA	3.33 uM	H14	2	0.7793100739736322	0	NA	NA	NA
L1000	basimglurant	glutamate receptor antagonist	3.33 uM	E08	3	-0.005672414788971	0.791	5	0.005714707842068932	0.665
L1000	batimastat	matrix metalloprotease inhibitor	3.33 uM	A20	3	0.080471703441311	0.116	3	0.02572651619220945	0.395
L1000	bavisant	histamine receptor antagonist	3.33 uM	O14	2	0.0338493384642401	0.425	24	0.025433032097236668	0.345
L1000	bay-87-2243	NA	3.33 uM	H02	3	0.3606524412374753	0	NA	NA	NA
L1000	bazedoxifene	NA	3.33 uM	H08	3	0.2308989256779458	0.001	NA	NA	NA
L1000	bci-540	glutamate receptor agonist	3.33 uM	I08	3	0.1220752152580478	0.022	4	-0.05376709945985942	0.948
L1000	beclomethasone-dipropionate	NA	3.33 uM	O14	3	0.3975818922386903	0	NA	NA	NA
L1000	belinostat	hdac inhibitor	3.33 uM	L20	3	0.6149277267094276	0	13	0.23618797156179916	0
L1000	bemegride	NA	3.33 uM	N08	3	0.0576424243845279	0.168	NA	NA	NA
L1000	benazepril	angiotensin converting enzyme inhibitor	3.33 uM	M14	3	0.1220984646084816	0.036	8	0.06276861129504682	0.046
L1000	bendamustine	dna inhibitor	3.33 uM	J02	3	0.0345974750002317	0.432	5	0.006394866551645718	0.661
L1000	bendroflumethiazide	sodium/potassium/chloride transporter inhibitor	3.33 uM	O14	3	0.0116221311863977	0.653	NA	NA	NA
L1000	benzbromarone	NA	3.33 uM	P20	3	0.1479921126621724	0.013	NA	NA	NA
L1000	benzthiazide	carbonic anhydrase inhibitor	3.33 uM	E20	3	0.1268499973818995	0.024	5	0.027666639123658313	0.401
L1000	benzydamine	prostanoid receptor antagonist	3.33 uM	J02	3	-0.0201973358732032	0.948	3	0.0826010775623596	0.131
L1000	benzylpenicillin	NA	3.33 uM	L20	3	-0.0544284281141985	0.985	NA	NA	NA
L1000	bepotastine	histamine receptor antagonist	3.33 uM	C02	3	0.1007124310642459	0.06	24	0.025433032097236668	0.345
L1000	berberine	NA	3.33 uM	L14	3	0.1529811805391345	0.012	NA	NA	NA
L1000	betahistine	NA	3.33 uM	J20	3	0.0465551420158076	0.216	NA	NA	NA
L1000	betulinic-acid	NA	3.33 uM	B14	3	0.0829025552701397	0.101	NA	NA	NA
L1000	bevirimat-dimeglumine	NA	3.33 uM	G20	3	0.0638252821489965	0.156	NA	NA	NA
L1000	bexarotene	retinoid receptor agonist	3.33 uM	A14	3	0.0887877537651026	0.059	6	0.06468351096203731	0.091
L1000	bezafibrate	ppar receptor agonist	3.33 uM	K14	3	0.0263421973015945	0.549	3	-0.002868379755207049	0.59
L1000	bicalutamide	androgen receptor antagonist	3.33 uM	E02	3	0.0128784693143206	0.699	5	0.011207307494119158	0.603
L1000	bifemelane	acetylcholine release stimulant	3.33 uM	A14	3	0.0663244550576801	0.109	NA	NA	NA
L1000	bifonazole	sterol demethylase inhibitor	3.33 uM	F02	3	0.0827045904357354	0.105	7	0.0581423469208026	0.094
L1000	bimatoprost	prostanoid receptor agonist	3.33 uM	J20	3	0.0241133786360256	0.43	3	0.08095125650500652	0.135
L1000	bindarit	nfkb pathway inhibitor	3.33 uM	O14	3	0.0561312720367754	0.253	4	-0.005583963062682336	0.729
L1000	biperiden	acetylcholine receptor antagonist	3.33 uM	C08	4	0.0154530532348879	0.62	21	0.016791549047469156	0.69
L1000	birinapant	xiap inhibitor	3.33 uM	H20	3	0.1335639374801621	0.034	3	0.17596266142083286	0.013
L1000	bisindolylmaleimide	NA	3.33 uM	B14	3	0.1663123841747399	0.012	NA	NA	NA
L1000	bisoprolol	adrenergic receptor antagonist	3.33 uM	F14	3	0.1477000031379697	0.016	31	0.034113397866223125	0.058
L1000	bitopertin	NA	3.33 uM	I08	3	0.1850097860254435	0	NA	NA	NA
L1000	blonanserin	dopamine receptor antagonist|serotonin receptor antagonist	3.33 uM	C08	3	-0.0036147202820369	0.797	9	0.022383699765989425	0.458
L1000	bms-599626	NA	3.33 uM	K20	3	0.1017996808780129	0.054	NA	NA	NA
L1000	bms-707035	hiv integrase inhibitor	3.33 uM	O20	3	-0.0212002088727741	0.905	3	-0.02276115033239108	0.729
L1000	bms-927711	calcitonin antagonist	3.33 uM	A14	3	-0.0024566759287166	0.754	3	0.0793589159051098	0.138
L1000	bopindolol	adrenergic receptor antagonist	3.33 uM	M20	3	0.0492881795138503	0.209	31	0.034113397866223125	0.058
L1000	bortezomib	NA	3.33 uM	D14	3	0.5982965724774504	0	NA	NA	NA
L1000	bosentan	endothelin receptor antagonist	3.33 uM	E02	2	0.0501613573857154	0.445	4	0.0541588918380025	0.185
L1000	bosutinib	NA	3.33 uM	N20	3	0.1705190602160497	0.006	NA	NA	NA
L1000	brequinar	dihydroorotate dehydrogenase inhibitor	3.33 uM	K20	3	0.2077764809703047	0.001	NA	NA	NA
L1000	bretazenil	NA	3.33 uM	N14	3	0.0707287770044301	0.114	NA	NA	NA
L1000	brexpiprazole	NA	3.33 uM	F02	4	0.0735497161717616	0.108	NA	NA	NA
L1000	brivanib	fgfr inhibitor|vegfr inhibitor	3.33 uM	C02	3	0.0485887406957507	0.27	3	0.024306965691746982	0.406
L1000	brivudine	dna directed dna polymerase inhibitor	3.33 uM	H14	3	0.0688443400012997	0.16	NA	NA	NA
L1000	bromocriptine	dopamine receptor agonist	3.33 uM	H08	3	0.0205186435892836	0.607	9	0.046257335505358745	0.116
L1000	broxuridine	NA	3.33 uM	M20	3	0.1055432391354354	0.041	NA	NA	NA
L1000	bruceantin	protein synthesis inhibitor	3.33 uM	O08	2	0.7527325529292097	0	6	-0.001960874242761786	0.756
L1000	bts-54505	dopamine reuptake inhibitor	3.33 uM	C08	3	0.0256625041133947	0.497	NA	NA	NA
L1000	bucladesine	NA	3.33 uM	P20	3	0.0837682536272789	0.099	NA	NA	NA
L1000	budipine	glutamate receptor antagonist	3.33 uM	P08	3	0.0789289065563592	0.109	5	0.005714707842068932	0.665
L1000	bumetanide	NA	3.33 uM	M08	3	0.0726007876110343	0.125	NA	NA	NA
L1000	bupivacaine	sodium channel blocker	3.33 uM	G08	4	0.0122070940940449	0.659	11	0.04485901524059088	0.093
L1000	bupropion	dopamine uptake inhibitor	3.33 uM	F02	3	-0.0182330691471557	0.912	NA	NA	NA
L1000	buspirone	serotonin receptor agonist	3.33 uM	L02	3	0.0466594487001642	0.214	12	0.021203531740546455	0.511
L1000	butoconazole	bacterial cell wall synthesis inhibitor	3.33 uM	E20	3	0.0747683474448935	0.13	14	0.028431287516784007	0.273
L1000	butorphanol-(+)-tartrate	NA	3.33 uM	L14	3	0.0258560587962259	0.426	NA	NA	NA
L1000	bvd-523	NA	3.33 uM	D14	3	0.3665828266223451	0	NA	NA	NA
L1000	cabazitaxel	microtubule inhibitor	3.33 uM	J20	3	0.230233591320176	0.001	3	0.0017229239935670796	0.558
L1000	cabergoline	dopamine receptor agonist	3.33 uM	P20	3	0.1031540860881518	0.039	9	0.046257335505358745	0.116
L1000	cabozantinib	NA	3.33 uM	C02	3	0.0020823056703437	0.771	NA	NA	NA
L1000	caffeine	NA	3.33 uM	L08	4	0.0792733824937089	0.048	NA	NA	NA
L1000	calcitriol	vitamin d receptor agonist	3.33 uM	I14	3	0.1175838682019403	0.065	5	0.121867163117868	0.02
L1000	camicinal	NA	3.33 uM	M08	3	0.1004288410988574	0.066	NA	NA	NA
L1000	camptothecin	topoisomerase inhibitor	3.33 uM	D08	3	0.6047731681245091	0	15	0.06982646791056023	0.001
L1000	canagliflozin	sodium/glucose cotransporter inhibitor	3.33 uM	M08	3	0.0617940496358763	0.171	NA	NA	NA
L1000	candesartan	angiotensin receptor antagonist	3.33 uM	I20	3	0.0207129850134785	0.461	4	0.042994518290356984	0.274
L1000	canertinib	egfr inhibitor	3.33 uM	B08	3	0.0250848485620957	0.491	13	0.14988695579297073	0
L1000	canrenoic-acid	mineralocorticoid receptor antagonist	3.33 uM	L14	3	0.0993089743552768	0.073	3	-0.03230735800042096	0.788
L1000	capecitabine	NA	3.33 uM	K14	3	0.1792413540577866	0.007	NA	NA	NA
L1000	capsaicin	NA	3.33 uM	P14	3	0.1220248753082002	0.021	NA	NA	NA
L1000	carbachol	NA	3.33 uM	E14	2	0.0683932219753993	0.221	NA	NA	NA
L1000	carbamazepine	NA	3.33 uM	N02	3	0.0131822591807436	0.6	NA	NA	NA
L1000	carbenoxolone	NA	3.33 uM	F02	3	0.0067604535691707	0.71	NA	NA	NA
L1000	carbimazole	antithyroid agent	3.33 uM	E02	3	0.0794001153196395	0.187	NA	NA	NA
L1000	carglumic-acid	NA	3.33 uM	N20	3	0.00379262779023	0.605	NA	NA	NA
L1000	cariprazine	dopamine receptor antagonist	3.33 uM	J20	3	0.08945438121442	0.052	19	0.03927759180385006	0.063
L1000	carisoprodol	NA	3.33 uM	N20	3	0.0329258797668891	0.303	NA	NA	NA
L1000	carprofen	cyclooxygenase inhibitor	3.33 uM	I14	3	0.1021566494567644	0.089	27	0.012169622291200593	0.928
L1000	carvedilol	adrenergic receptor antagonist	3.33 uM	N08	3	0.0729645032157559	0.096	31	0.034113397866223125	0.058
L1000	cb-10-277-(free-acid)	dna synthesis inhibitor	3.33 uM	N08	3	0.0314379150174741	0.359	7	0.010465672219474613	0.652
L1000	cc-401	jnk inhibitor	3.33 uM	D20	3	0.1507755212095369	0.007	NA	NA	NA
L1000	cc-930	jnk inhibitor	3.33 uM	J02	3	0.015922006455134	0.619	NA	NA	NA
L1000	cediranib	NA	3.33 uM	F20	3	0.1119245843344831	0.025	NA	NA	NA
L1000	cefdinir	bacterial cell wall synthesis inhibitor	3.33 uM	B14	3	0.0154801060243954	0.625	14	0.028431287516784007	0.273
L1000	cefepime	bacterial cell wall synthesis inhibitor	3.33 uM	A14	3	0.0256170755378615	0.399	14	0.028431287516784007	0.273
L1000	cefoperazone	bacterial cell wall synthesis inhibitor	3.33 uM	I20	4	0.0529911511011082	0.15	14	0.028431287516784007	0.273
L1000	cefotetan	bacterial cell wall synthesis inhibitor	3.33 uM	N20	2	0.0379719506893347	0.338	14	0.028431287516784007	0.273
L1000	cefozopran	bacterial cell wall synthesis inhibitor	3.33 uM	L20	3	-0.0072241846445777	0.816	14	0.028431287516784007	0.273
L1000	celecoxib	cyclooxygenase inhibitor	3.33 uM	L14	3	0.1673297526919798	0.008	27	0.012169622291200593	0.928
L1000	cep-37440	alk tyrosine kinase receptor inhibitor	3.33 uM	O08	3	0.262749452520589	0.001	3	-0.0027806793534416773	0.589
L1000	cepharanthine	nfkb pathway inhibitor	3.33 uM	D20	2	0.2319822786023222	0.017	4	-0.005583963062682336	0.729
L1000	cgp12177	adrenergic receptor agonist	3.33 uM	H02	3	0.0075037199919642	0.647	20	0.024944582547288884	0.36
L1000	chlorambucil	dna inhibitor	3.33 uM	D20	3	0.0224195129715684	0.49	5	0.006394866551645718	0.661
L1000	chlormezanone	gaba receptor modulator	3.33 uM	O20	3	0.1103844334301796	0.052	4	0.004703110981980972	0.644
L1000	chloroxine	opioid receptor antagonist	3.33 uM	I08	3	0.1138499489282021	0.032	4	0.027800222166172776	0.409
L1000	chlorphenamine	histamine receptor antagonist	3.33 uM	D02	3	0.0413110654130454	0.378	24	0.025433032097236668	0.345
L1000	chlorpromazine	dopamine receptor antagonist	3.33 uM	G08	3	0.1180345607976193	0.04	19	0.03927759180385006	0.063
L1000	chlorpropamide	atp channel blocker	3.33 uM	A14	3	0.0023155762718492	0.7	3	0.11850022313083486	0.057
L1000	chlortalidone	diuretic	3.33 uM	O08	3	0.0784835584950273	0.132	NA	NA	NA
L1000	cholic-acid	NA	3.33 uM	M14	3	0.0457791528931628	0.236	NA	NA	NA
L1000	choline-alfoscerate	NA	3.33 uM	J20	3	0.0541251447633894	0.16	NA	NA	NA
L1000	cianidanol	fatty acid synthase inhibitor	3.33 uM	J08	3	-0.001859172809824	0.842	NA	NA	NA
L1000	ciclesonide	glucocorticoid receptor agonist	3.33 uM	M02	3	0.2404749321174748	0.001	14	0.444676752314633	0
L1000	ciglitazone	ppar receptor agonist	3.33 uM	D14	3	0.0380715726703313	0.288	3	-0.002868379755207049	0.59
L1000	cilengitide	integrin antagonist	3.33 uM	C14	3	0.0805526345955988	0.098	5	-0.02878147192035483	0.914
L1000	cilomilast	phosphodiesterase inhibitor	3.33 uM	F02	3	0.0986495081030573	0.078	28	0.019244981810234672	0.685
L1000	cilostazol	phosphodiesterase inhibitor	3.33 uM	L14	3	0.0850871091806911	0.102	28	0.019244981810234672	0.685
L1000	cimetidine	histamine receptor antagonist	3.33 uM	O14	3	0.0501457610506859	0.298	24	0.025433032097236668	0.345
L1000	cinaciguat	NA	3.33 uM	P20	3	0.0915439033585322	0.079	NA	NA	NA
L1000	cinepazide	calcium channel activator	3.33 uM	L14	3	0.0080215755436549	0.625	NA	NA	NA
L1000	cinnarizine	calcium channel blocker	3.33 uM	N02	3	0.0613294946950699	0.157	15	0.02926712275507572	0.268
L1000	cinoxacin	topoisomerase inhibitor	3.33 uM	K14	3	0.0297019101878904	0.508	15	0.06982646791056023	0.001
L1000	ciprofloxacin	bacterial dna gyrase inhibitor	3.33 uM	C14	3	0.0423136152572498	0.305	11	0.02961806721781904	0.303
L1000	cisapride	serotonin receptor agonist	3.33 uM	F02	3	0.0769408556360563	0.133	12	0.021203531740546455	0.511
L1000	citalopram	serotonin reuptake inhibitor	3.33 uM	C14	3	0.0207121265203333	0.519	4	0.014699625661570556	0.56
L1000	cladribine	NA	3.33 uM	K02	2	0.2559766725795303	0.015	NA	NA	NA
L1000	clarithromycin	bacterial 50s ribosomal subunit inhibitor	3.33 uM	H08	3	0.0130120694999689	0.686	5	0.022270064445769466	0.463
L1000	clenbuterol	adrenergic receptor agonist	3.33 uM	H02	2	0.0291012621202699	0.455	20	0.024944582547288884	0.36
L1000	climbazole	NA	3.33 uM	A08	3	0.1129385958448887	0.045	NA	NA	NA
L1000	clinafloxacin	bacterial dna gyrase inhibitor	3.33 uM	G08	3	0.0924566634979511	0.077	11	0.02961806721781904	0.303
L1000	clindamycin	protein synthesis inhibitor	3.33 uM	F02	3	-0.0707040783663644	0.999	6	-0.001960874242761786	0.756
