moa	no_of_replicates	dose	matching_score	assay	p_value	pass_thresh	neg_log_10_p_val
mdm inhibitor	3	1.11 uM	0.20462402030140306	L1000	0.006	TRUE	2.221848749616356
mek inhibitor	8	1.11 uM	0.5508164705458369	L1000	0	TRUE	3.5
microtubule inhibitor	3	1.11 uM	0.07259429002592993	L1000	0.164	FALSE	0.7851561519523022
mineralocorticoid receptor antagonist	3	1.11 uM	-0.010390900256672376	L1000	0.659	FALSE	0.18111458540599013
monoamine oxidase inhibitor	6	1.11 uM	0.03316720082788768	L1000	0.321	FALSE	0.4934949675951279
mtor inhibitor	6	1.11 uM	0.4710593378159846	L1000	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	4	1.11 uM	0.4297330140941741	L1000	0	TRUE	3.5
mucolytic agent	3	1.11 uM	0.04754198207943623	L1000	0.286	FALSE	0.543633966870957
nfkb pathway inhibitor	4	1.11 uM	0.00730678242861702	L1000	0.633	FALSE	0.1985962899826449
nitric oxide synthase inhibitor	4	1.11 uM	-0.02369622238654264	L1000	0.863	FALSE	0.06398920428479041
non-nucleoside reverse transcriptase inhibitor	4	1.11 uM	0.06489054102170365	L1000	0.146	FALSE	0.835647144215563
nucleoside reverse transcriptase inhibitor	4	1.11 uM	0.06928657060812528	L1000	0.129	FALSE	0.889410289700751
opioid receptor agonist	3	1.11 uM	-0.01202588365769485	L1000	0.669	FALSE	0.17457388223217687
opioid receptor antagonist	4	1.11 uM	-0.012950381023739386	L1000	0.795	FALSE	0.09963287134352969
p38 mapk inhibitor	6	1.11 uM	0.09762720315564047	L1000	0.023	TRUE	1.6382721639824072
parp inhibitor	5	1.11 uM	-0.003304180492959245	L1000	0.772	FALSE	0.11238269966426384
phosphodiesterase inhibitor	28	1.11 uM	0.025713116936845287	L1000	0.401	FALSE	0.39685562737981767
pi3k inhibitor	7	1.11 uM	0.043249265470174575	L1000	0.225	FALSE	0.6478174818886375
pkc inhibitor	4	1.11 uM	-0.01923424723825877	L1000	0.84	FALSE	0.07572071393811836
plk inhibitor	4	1.11 uM	0.39578866644708016	L1000	0	TRUE	3.5
potassium channel activator	6	1.11 uM	0.024270713288563058	L1000	0.447	FALSE	0.34969247686806354
potassium channel blocker	4	1.11 uM	-0.06958014564677792	L1000	0.975	FALSE	0.010995384301463193
ppar receptor agonist	3	1.11 uM	0.16889207843780843	L1000	0.019	TRUE	1.7212463990471711
ppar receptor agonist|insulin sensitizer	3	1.11 uM	0.07138509460049354	L1000	0.174	FALSE	0.7594507517174003
progesterone receptor agonist	7	1.11 uM	0.055558685032929045	L1000	0.119	FALSE	0.9244530386074693
prostanoid receptor agonist	3	1.11 uM	0.08870219022110651	L1000	0.127	FALSE	0.8961962790440431
prostanoid receptor antagonist	3	1.11 uM	0.041296714010879434	L1000	0.326	FALSE	0.48678239993206096
proteasome inhibitor	4	1.11 uM	0.607681827948317	L1000	0	TRUE	3.5
protein synthesis inhibitor	6	1.11 uM	-0.0450448223959619	L1000	0.974	FALSE	0.011441043121384482
protein synthesis stimulant	3	1.11 uM	-3.127370623084117e-4	L1000	0.598	FALSE	0.22329881601158919
purinergic receptor antagonist	3	1.11 uM	-0.012665630205405367	L1000	0.672	FALSE	0.17263072694617473
raf inhibitor	5	1.11 uM	0.03094780701776595	L1000	0.386	FALSE	0.41341269532824504
retinoid receptor agonist	6	1.11 uM	0.08339690059467542	L1000	0.044	TRUE	1.3565473235138126
reverse transcriptase inhibitor	3	1.11 uM	0.005430937962809796	L1000	0.559	FALSE	0.25258819211357664
rho associated kinase inhibitor	6	1.11 uM	0.04546073768773678	L1000	0.199	FALSE	0.7011469235902933
rna polymerase inhibitor	7	1.11 uM	0.02399513137443647	L1000	0.494	FALSE	0.30627305107635305
selective serotonin reuptake inhibitor (ssri)	4	1.11 uM	0.014298832690807024	L1000	0.569	FALSE	0.24488773360492885
serotonin receptor agonist	12	1.11 uM	0.022699154652504057	L1000	0.502	FALSE	0.29929628285498067
serotonin receptor agonist|serotonin receptor antagonist	3	1.11 uM	0.12141189504526786	L1000	0.06	FALSE	1.2218487496163564
serotonin receptor antagonist	12	1.11 uM	0.04758421464196064	L1000	0.081	FALSE	1.0915149811213503
serotonin reuptake inhibitor	4	1.11 uM	-0.019070744999746723	L1000	0.839	FALSE	0.07623803917129975
sigma receptor antagonist	3	1.11 uM	0.07489145175456917	L1000	0.16	FALSE	0.7958800173440752
sodium channel blocker	11	1.11 uM	0.09385420551232046	L1000	0.002	TRUE	2.6989700043360187
sterol demethylase inhibitor	7	1.11 uM	0.033789712974655335	L1000	0.35	FALSE	0.4559319556497244
t-type calcium channel blocker	3	1.11 uM	4.336903809896848e-4	L1000	0.592	FALSE	0.22767829327708025
tachykinin antagonist	6	1.11 uM	0.03159535868383164	L1000	0.338	FALSE	0.47108329972234525
topoisomerase inhibitor	15	1.11 uM	0.04454839504076501	L1000	0.07	FALSE	1.154901959985743
tubulin inhibitor	8	1.11 uM	0.046322818523814785	L1000	0.133	FALSE	0.8761483590329142
tyrosine kinase inhibitor	4	1.11 uM	-0.0325616962289743	L1000	0.893	FALSE	0.049148541111453566
vasopressin receptor antagonist	4	1.11 uM	0.02158309431584475	L1000	0.49	FALSE	0.3098039199714863
vegfr inhibitor	4	1.11 uM	-0.019290270276481024	L1000	0.84	FALSE	0.07572071393811836
vitamin d receptor agonist	5	1.11 uM	0.1475930621958427	L1000	0.007	TRUE	2.154901959985743
xanthine oxidase inhibitor	3	1.11 uM	0.015200409525683129	L1000	0.494	FALSE	0.30627305107635305
xiap inhibitor	3	1.11 uM	0.21350074504108155	L1000	0.004	TRUE	2.3979400086720375
acat inhibitor	3	3.33 uM	-0.07205789291440688	L1000	0.91	FALSE	0.040958607678906384
acetylcholine receptor agonist	8	3.33 uM	0.02295835939686315	L1000	0.436	FALSE	0.36051351073141397
acetylcholine receptor antagonist	21	3.33 uM	0.016791549047469156	L1000	0.69	FALSE	0.16115090926274472
adenosine receptor agonist	3	3.33 uM	0.004704607728849526	L1000	0.533	FALSE	0.2732727909734277
adenosine receptor antagonist	4	3.33 uM	0.11694950644675987	L1000	0.03	TRUE	1.5228787452803376
adrenergic receptor agonist	20	3.33 uM	0.024944582547288884	L1000	0.36	FALSE	0.44369749923271273
adrenergic receptor antagonist	31	3.33 uM	0.034113397866223125	L1000	0.058	FALSE	1.2365720064370627
akt inhibitor	6	3.33 uM	0.05537277152968329	L1000	0.131	FALSE	0.8827287043442357
alk tyrosine kinase receptor inhibitor	3	3.33 uM	-0.0027806793534416773	L1000	0.589	FALSE	0.2298847052128984
androgen receptor agonist	3	3.33 uM	0.11468176867671645	L1000	0.06	FALSE	1.2218487496163564
androgen receptor antagonist	5	3.33 uM	0.011207307494119158	L1000	0.603	FALSE	0.2196826878598487
androgen receptor modulator	3	3.33 uM	0.051490557807606835	L1000	0.244	FALSE	0.6126101736612706
angiotensin converting enzyme inhibitor	8	3.33 uM	0.06276861129504682	L1000	0.046	TRUE	1.337242168318426
angiotensin receptor antagonist	4	3.33 uM	0.042994518290356984	L1000	0.274	FALSE	0.562249437179612
aromatase inhibitor	3	3.33 uM	0.08119276754924595	L1000	0.135	FALSE	0.8696662315049939
atp channel blocker	3	3.33 uM	0.11850022313083486	L1000	0.057	FALSE	1.2441251443275085
atpase inhibitor	3	3.33 uM	0.03699523996408117	L1000	0.32	FALSE	0.494850021680094
bacterial 30s ribosomal subunit inhibitor	5	3.33 uM	0.03752722658842937	L1000	0.285	FALSE	0.5451551399914898
bacterial 50s ribosomal subunit inhibitor	5	3.33 uM	0.022270064445769466	L1000	0.463	FALSE	0.33441900898204685
bacterial cell wall synthesis inhibitor	14	3.33 uM	0.028431287516784007	L1000	0.273	FALSE	0.563837352959244
bacterial dna gyrase inhibitor	11	3.33 uM	0.02961806721781904	L1000	0.303	FALSE	0.518557371497695
bcl inhibitor	3	3.33 uM	-0.022164481110014622	L1000	0.724	FALSE	0.1402614338028531
benzodiazepine receptor agonist	7	3.33 uM	0.024540690653782893	L1000	0.421	FALSE	0.3757179041643317
benzodiazepine receptor antagonist	3	3.33 uM	0.026329841107144522	L1000	0.39	FALSE	0.4089353929735008
calcineurin inhibitor	3	3.33 uM	0.037537103110796104	L1000	0.314	FALSE	0.5030703519267851
calcitonin antagonist	3	3.33 uM	0.0793589159051098	L1000	0.138	FALSE	0.8601209135987634
calcium channel blocker	15	3.33 uM	0.02926712275507572	L1000	0.268	FALSE	0.5718652059712112
cannabinoid receptor agonist	3	3.33 uM	0.06895893893862332	L1000	0.173	FALSE	0.7619538968712046
carbonic anhydrase inhibitor	5	3.33 uM	0.027666639123658313	L1000	0.401	FALSE	0.39685562737981767
cc chemokine receptor antagonist	7	3.33 uM	0.03381347885565456	L1000	0.288	FALSE	0.5406075122407692
cck receptor antagonist	4	3.33 uM	-0.0019185842186442807	L1000	0.7	FALSE	0.1549019599857432
cdk inhibitor	7	3.33 uM	0.16340210263045754	L1000	0	TRUE	3.5
chelating agent	4	3.33 uM	0.06830139237212347	L1000	0.124	FALSE	0.906578314837765
cholesterol inhibitor	3	3.33 uM	0.026283615160546756	L1000	0.39	FALSE	0.4089353929735008
coagulation factor inhibitor	4	3.33 uM	0.049274788261094084	L1000	0.221	FALSE	0.6556077263148893
cyclooxygenase inhibitor	27	3.33 uM	0.012169622291200593	L1000	0.928	FALSE	0.032452023781137915
cyclooxygenase inhibitor|prostanoid receptor antagonist	4	3.33 uM	0.016838957835850998	L1000	0.527	FALSE	0.27818938478745336
dipeptidyl peptidase inhibitor	3	3.33 uM	0.07434974008772144	L1000	0.155	FALSE	0.8096683018297085
dna inhibitor	5	3.33 uM	0.006394866551645718	L1000	0.661	FALSE	0.17979854051435976
dna methyltransferase inhibitor	3	3.33 uM	0.050448477556154864	L1000	0.25	FALSE	0.6020599913279624
dna polymerase inhibitor	3	3.33 uM	0.039497745396435066	L1000	0.302	FALSE	0.5199930570428494
dna synthesis inhibitor	7	3.33 uM	0.010465672219474613	L1000	0.652	FALSE	0.1857524042680798
dopamine receptor agonist	9	3.33 uM	0.046257335505358745	L1000	0.116	FALSE	0.9355420107730815
dopamine receptor antagonist	19	3.33 uM	0.03927759180385006	L1000	0.063	FALSE	1.2006594505464183
dopamine receptor antagonist|serotonin receptor antagonist	9	3.33 uM	0.022383699765989425	L1000	0.458	FALSE	0.3391345219961308
egfr inhibitor	13	3.33 uM	0.14988695579297073	L1000	0	TRUE	3.5
endothelin receptor antagonist	4	3.33 uM	0.0541588918380025	L1000	0.185	FALSE	0.7328282715969862
estrogen receptor agonist	6	3.33 uM	-0.03309305765217012	L1000	0.957	FALSE	0.01908806222315645
farnesyltransferase inhibitor	3	3.33 uM	0.04417224318703313	L1000	0.279	FALSE	0.5543957967264024
fgfr inhibitor|vegfr inhibitor	3	3.33 uM	0.024306965691746982	L1000	0.406	FALSE	0.39147396642280585
free radical scavenger	4	3.33 uM	0.06951070467948137	L1000	0.118	FALSE	0.9281179926938746
fungal squalene epoxidase inhibitor	3	3.33 uM	-0.09604885846293651	L1000	0.958	FALSE	0.018634490921455603
gaba receptor agonist	3	3.33 uM	-0.03501512252395835	L1000	0.797	FALSE	0.09854167860388763
gaba receptor modulator	4	3.33 uM	0.004703110981980972	L1000	0.644	FALSE	0.1911141326401879
gamma secretase inhibitor	7	3.33 uM	0.08641377884094295	L1000	0.021	TRUE	1.6777807052660807
glucocorticoid receptor agonist	14	3.33 uM	0.444676752314633	L1000	0	TRUE	3.5
glucosidase inhibitor	3	3.33 uM	-0.021185250933911718	L1000	0.718	FALSE	0.14387555575769967
glutamate receptor agonist	4	3.33 uM	-0.05376709945985942	L1000	0.948	FALSE	0.023191662661933767
glutamate receptor antagonist	5	3.33 uM	0.005714707842068932	L1000	0.665	FALSE	0.17717835469689538
glutamate receptor modulator	3	3.33 uM	-0.02306577059357997	L1000	0.732	FALSE	0.13548891894160814
hcv inhibitor	7	3.33 uM	-0.016845951143181333	L1000	0.933	FALSE	0.030118356253500032
hdac inhibitor	13	3.33 uM	0.23618797156179916	L1000	0	TRUE	3.5
histamine receptor antagonist	24	3.33 uM	0.025433032097236668	L1000	0.345	FALSE	0.4621809049267259
hiv integrase inhibitor	3	3.33 uM	-0.02276115033239108	L1000	0.729	FALSE	0.1372724716820254
hiv protease inhibitor	5	3.33 uM	0.018801606412142215	L1000	0.507	FALSE	0.294992040666664
hmgcr inhibitor	5	3.33 uM	-0.011226206821091623	L1000	0.815	FALSE	0.08884239126002341
hsp inhibitor	5	3.33 uM	0.7037139339523656	L1000	0	TRUE	3.5
insulin secretagogue	4	3.33 uM	0.04058132530030492	L1000	0.293	FALSE	0.5331323796458906
integrin antagonist	5	3.33 uM	-0.02878147192035483	L1000	0.914	FALSE	0.039053804266168564
jak inhibitor	5	3.33 uM	0.030948639652851617	L1000	0.357	FALSE	0.4473317838878068
leukotriene receptor antagonist	4	3.33 uM	0.01199011117902564	L1000	0.575	FALSE	0.24033215531036956
lipoxygenase inhibitor	3	3.33 uM	-0.011157424851012076	L1000	0.65	FALSE	0.18708664335714442
matrix metalloprotease inhibitor	3	3.33 uM	0.02572651619220945	L1000	0.395	FALSE	0.40340290437353976
mdm inhibitor	3	3.33 uM	0.44334374770924306	L1000	0	TRUE	3.5
mek inhibitor	8	3.33 uM	0.6190278638384056	L1000	0	TRUE	3.5
microtubule inhibitor	3	3.33 uM	0.0017229239935670796	L1000	0.558	FALSE	0.25336580106242124
mineralocorticoid receptor antagonist	3	3.33 uM	-0.03230735800042096	L1000	0.788	FALSE	0.10347378251044466
monoamine oxidase inhibitor	6	3.33 uM	0.02198503496469122	L1000	0.447	FALSE	0.34969247686806354
mtor inhibitor	6	3.33 uM	0.4642950542878065	L1000	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	4	3.33 uM	0.5931055248332862	L1000	0	TRUE	3.5
mucolytic agent	3	3.33 uM	4.4846944081081456e-4	L1000	0.563	FALSE	0.24949160514865382
nfkb pathway inhibitor	4	3.33 uM	-0.005583963062682336	L1000	0.729	FALSE	0.1372724716820254
nitric oxide synthase inhibitor	4	3.33 uM	0.025051341195698813	L1000	0.433	FALSE	0.36351210364663455
non-nucleoside reverse transcriptase inhibitor	4	3.33 uM	-0.014835484685019946	L1000	0.79	FALSE	0.10237290870955855
nucleoside reverse transcriptase inhibitor	4	3.33 uM	-0.021106290653475416	L1000	0.836	FALSE	0.07779372256098363
opioid receptor agonist	3	3.33 uM	-0.0204701803227343	L1000	0.71	FALSE	0.14874165128092473
opioid receptor antagonist	4	3.33 uM	0.027800222166172776	L1000	0.409	FALSE	0.38827669199265824
p38 mapk inhibitor	6	3.33 uM	0.11982435932822233	L1000	0.005	TRUE	2.3010299956639813
parp inhibitor	5	3.33 uM	-0.0013265578615023893	L1000	0.73	FALSE	0.1366771398795441
phosphodiesterase inhibitor	28	3.33 uM	0.019244981810234672	L1000	0.685	FALSE	0.1643094285075744
pi3k inhibitor	7	3.33 uM	-0.007120777823213821	L1000	0.875	FALSE	0.057991946977686754
pkc inhibitor	4	3.33 uM	0.007306474142051208	L1000	0.613	FALSE	0.21253952548158497
plk inhibitor	4	3.33 uM	0.3686304182278656	L1000	0	TRUE	3.5
potassium channel activator	6	3.33 uM	-0.004197658436247461	L1000	0.782	FALSE	0.10679324694015198
potassium channel blocker	4	3.33 uM	0.011726237367337147	L1000	0.576	FALSE	0.239577516576788
ppar receptor agonist	3	3.33 uM	-0.002868379755207049	L1000	0.59	FALSE	0.22914798835785583
ppar receptor agonist|insulin sensitizer	3	3.33 uM	0.04310699419794895	L1000	0.283	FALSE	0.5482135644757098
progesterone receptor agonist	7	3.33 uM	0.0359240806465778	L1000	0.266	FALSE	0.575118363368933
prostanoid receptor agonist	3	3.33 uM	0.08095125650500652	L1000	0.135	FALSE	0.8696662315049939
prostanoid receptor antagonist	3	3.33 uM	0.0826010775623596	L1000	0.131	FALSE	0.8827287043442357
proteasome inhibitor	4	3.33 uM	0.7390543729432919	L1000	0	TRUE	3.5
protein synthesis inhibitor	6	3.33 uM	-0.001960874242761786	L1000	0.756	FALSE	0.12147820449879346
protein synthesis stimulant	3	3.33 uM	-5.768447516749253e-4	L1000	0.573	FALSE	0.24184537803261005
purinergic receptor antagonist	3	3.33 uM	-0.062430900463193315	L1000	0.879	FALSE	0.056011124926228104
raf inhibitor	5	3.33 uM	0.02221042222773787	L1000	0.464	FALSE	0.3334820194451191
retinoid receptor agonist	6	3.33 uM	0.06468351096203731	L1000	0.091	FALSE	1.0409586076789064
reverse transcriptase inhibitor	3	3.33 uM	-0.014881685559915122	L1000	0.672	FALSE	0.17263072694617473
rho associated kinase inhibitor	6	3.33 uM	0.023865918254407464	L1000	0.418	FALSE	0.3788237182249648
rna polymerase inhibitor	7	3.33 uM	0.012227959356909174	L1000	0.628	FALSE	0.20204035626280387
selective serotonin reuptake inhibitor (ssri)	4	3.33 uM	-0.02064880829952551	L1000	0.833	FALSE	0.07935499859321243
serotonin receptor agonist	12	3.33 uM	0.021203531740546455	L1000	0.511	FALSE	0.29157909986528724
serotonin receptor agonist|serotonin receptor antagonist	3	3.33 uM	0.09698643017124987	L1000	0.096	FALSE	1.0177287669604316
serotonin receptor antagonist	12	3.33 uM	0.04786994231527867	L1000	0.06	FALSE	1.2218487496163564
serotonin reuptake inhibitor	4	3.33 uM	0.014699625661570556	L1000	0.56	FALSE	0.25181197299379954
sigma receptor antagonist	3	3.33 uM	-0.16896596674417128	L1000	0.996	FALSE	0.00174066157630127
sodium channel blocker	11	3.33 uM	0.04485901524059088	L1000	0.093	FALSE	1.031517051446065
sterol demethylase inhibitor	7	3.33 uM	0.0581423469208026	L1000	0.094	FALSE	1.0268721464003014
t-type calcium channel blocker	3	3.33 uM	0.09682137373212375	L1000	0.096	FALSE	1.0177287669604316
tachykinin antagonist	6	3.33 uM	0.061084966176482285	L1000	0.1	FALSE	1
topoisomerase inhibitor	15	3.33 uM	0.06982646791056023	L1000	0.001	TRUE	3
tubulin inhibitor	8	3.33 uM	0.27021218451824275	L1000	0	TRUE	3.5
tyrosine kinase inhibitor	4	3.33 uM	-0.07014997442957766	L1000	0.977	FALSE	0.010105436281226938
vasopressin receptor antagonist	4	3.33 uM	0.05991861446871566	L1000	0.161	FALSE	0.7931741239681502
vegfr inhibitor	4	3.33 uM	0.08019244407248291	L1000	0.088	FALSE	1.0555173278498313
vitamin d receptor agonist	5	3.33 uM	0.121867163117868	L1000	0.02	TRUE	1.6989700043360187
xanthine oxidase inhibitor	3	3.33 uM	0.001745183450234194	L1000	0.558	FALSE	0.25336580106242124
xiap inhibitor	3	3.33 uM	0.17596266142083286	L1000	0.013	TRUE	1.8860566476931633
acat inhibitor	3	10 uM	-0.05354170566112717	L1000	0.875	FALSE	0.057991946977686754
acetylcholine receptor agonist	8	10 uM	-6.884150373137423e-4	L1000	0.891	FALSE	0.0501222959631252
acetylcholine receptor antagonist	21	10 uM	0.03614232847274	L1000	0.191	FALSE	0.7189666327522725
adenosine receptor agonist	3	10 uM	0.12269649349620604	L1000	0.059	FALSE	1.2291479883578558
adenosine receptor antagonist	4	10 uM	0.0029132137500959172	L1000	0.694	FALSE	0.15864052954514513
adrenergic receptor agonist	20	10 uM	0.02060911430176974	L1000	0.741	FALSE	0.13018179202067184
adrenergic receptor antagonist	31	10 uM	0.029479711585676027	L1000	0.402	FALSE	0.3957739469155299
akt inhibitor	6	10 uM	0.07528909363426965	L1000	0.097	FALSE	1.0132282657337552
alk tyrosine kinase receptor inhibitor	3	10 uM	0.07094741076511718	L1000	0.189	FALSE	0.7235381958267558
androgen receptor agonist	3	10 uM	0.17927608207903067	L1000	0.013	TRUE	1.8860566476931633
androgen receptor antagonist	5	10 uM	0.011817158516945802	L1000	0.636	FALSE	0.19654288435158612
androgen receptor modulator	3	10 uM	-0.04501424741922282	L1000	0.854	FALSE	0.06854212931099495
angiotensin converting enzyme inhibitor	8	10 uM	0.03329345170658157	L1000	0.369	FALSE	0.4329736338409396
angiotensin receptor antagonist	4	10 uM	0.04584598537425618	L1000	0.284	FALSE	0.5466816599529624
aromatase inhibitor	3	10 uM	0.03099488440619807	L1000	0.407	FALSE	0.39040559077478
atp channel blocker	3	10 uM	0.06968470312620083	L1000	0.189	FALSE	0.7235381958267558
atpase inhibitor	3	10 uM	0.019841602398167697	L1000	0.493	FALSE	0.30715308072277
bacterial 30s ribosomal subunit inhibitor	5	10 uM	0.07500479134710147	L1000	0.1	FALSE	1
bacterial 50s ribosomal subunit inhibitor	5	10 uM	0.04113822219096011	L1000	0.315	FALSE	0.5016894462103995
bacterial cell wall synthesis inhibitor	14	10 uM	0.03633978678294462	L1000	0.263	FALSE	0.5800442515102421
bacterial dna gyrase inhibitor	11	10 uM	0.010146279381059185	L1000	0.86	FALSE	0.06550154875643228
bcl inhibitor	3	10 uM	0.2097225369285996	L1000	0.007	TRUE	2.154901959985743
benzodiazepine receptor agonist	7	10 uM	0.06598095506490761	L1000	0.092	FALSE	1.0362121726544447
benzodiazepine receptor antagonist	3	10 uM	-0.015954181195279093	L1000	0.719	FALSE	0.14327110961711742
calcineurin inhibitor	3	10 uM	0.19111757136250068	L1000	0.011	TRUE	1.958607314841775
calcitonin antagonist	3	10 uM	0.0678084168944376	L1000	0.201	FALSE	0.6968039425795111
calcium channel blocker	15	10 uM	0.045194278192266145	L1000	0.096	FALSE	1.0177287669604316
cannabinoid receptor agonist	3	10 uM	-0.18873097300703248	L1000	0.999	FALSE	4.345117740176917e-4
carbonic anhydrase inhibitor	5	10 uM	0.019831784316697958	L1000	0.543	FALSE	0.265200170411153
cc chemokine receptor antagonist	7	10 uM	0.014508987976259333	L1000	0.658	FALSE	0.1817741063860445
cck receptor antagonist	4	10 uM	6.341363798926906e-4	L1000	0.718	FALSE	0.14387555575769967
cdk inhibitor	7	10 uM	0.21469003238979648	L1000	0	TRUE	3.5
chelating agent	4	10 uM	-0.02632028925678195	L1000	0.881	FALSE	0.05502409158795209
cholesterol inhibitor	3	10 uM	0.04128237649517545	L1000	0.353	FALSE	0.4522252946121775
coagulation factor inhibitor	4	10 uM	-0.08484643744714948	L1000	0.99	FALSE	0.004364805402450088
cyclooxygenase inhibitor	27	10 uM	0.022899506208943033	L1000	0.707	FALSE	0.1505805862031006
cyclooxygenase inhibitor|prostanoid receptor antagonist	4	10 uM	-0.04764468919096887	L1000	0.954	FALSE	0.020451625295904902
dipeptidyl peptidase inhibitor	3	10 uM	0.04270889437332053	L1000	0.342	FALSE	0.46597389394386496
dna inhibitor	5	10 uM	0.019852527480908787	L1000	0.542	FALSE	0.266000713461613
dna methyltransferase inhibitor	3	10 uM	0.10183403842137403	L1000	0.093	FALSE	1.031517051446065
dna polymerase inhibitor	3	10 uM	0.07842096445578874	L1000	0.161	FALSE	0.7931741239681502
dna synthesis inhibitor	7	10 uM	-0.00391315479699852	L1000	0.891	FALSE	0.0501222959631252
dopamine receptor agonist	9	10 uM	0.04125166252358133	L1000	0.238	FALSE	0.623423042943488
dopamine receptor antagonist	19	10 uM	0.05496809367047058	L1000	0.026	TRUE	1.585026652029182
dopamine receptor antagonist|serotonin receptor antagonist	9	10 uM	0.030434058927509236	L1000	0.422	FALSE	0.37468754903832613
egfr inhibitor	13	10 uM	0.16127231166304629	L1000	0	TRUE	3.5
endothelin receptor antagonist	4	10 uM	0.06800612301786982	L1000	0.161	FALSE	0.7931741239681502
estrogen receptor agonist	6	10 uM	0.012090304959836628	L1000	0.659	FALSE	0.18111458540599013
farnesyltransferase inhibitor	3	10 uM	0.03763755662888513	L1000	0.371	FALSE	0.43062609038495414
fgfr inhibitor|vegfr inhibitor	3	10 uM	-0.049411384908386626	L1000	0.87	FALSE	0.060480747381381476
free radical scavenger	4	10 uM	0.11833881262191717	L1000	0.038	TRUE	1.4202164033831899
fungal squalene epoxidase inhibitor	3	10 uM	0.08309409173250339	L1000	0.142	FALSE	0.8477116556169435
gaba receptor agonist	3	10 uM	0.05816697004559856	L1000	0.243	FALSE	0.6143937264016879
gaba receptor modulator	4	10 uM	0.021458712423748628	L1000	0.505	FALSE	0.2967086218813386
gamma secretase inhibitor	7	10 uM	0.09006422823922418	L1000	0.023	TRUE	1.6382721639824072
glucocorticoid receptor agonist	14	10 uM	0.40610606092827295	L1000	0	TRUE	3.5
glucosidase inhibitor	3	10 uM	-0.03640101130655335	L1000	0.82	FALSE	0.08618614761628333
glutamate receptor agonist	4	10 uM	0.03273919779074916	L1000	0.406	FALSE	0.39147396642280585
glutamate receptor antagonist	5	10 uM	-0.009349108909767931	L1000	0.849	FALSE	0.07109230975604734
glutamate receptor modulator	3	10 uM	-0.00493893000769635	L1000	0.649	FALSE	0.18775530319963074
hcv inhibitor	7	10 uM	0.11027916645235641	L1000	0.009	TRUE	2.0457574905606752
hdac inhibitor	13	10 uM	0.4820752555659501	L1000	0	TRUE	3.5
histamine receptor antagonist	24	10 uM	0.037821029030541436	L1000	0.169	FALSE	0.7721132953863264
hiv integrase inhibitor	3	10 uM	0.10793100654977067	L1000	0.082	FALSE	1.0861861476162833
hiv protease inhibitor	5	10 uM	0.035417183302195655	L1000	0.362	FALSE	0.4412914294668343
hmgcr inhibitor	5	10 uM	0.039869316328702886	L1000	0.328	FALSE	0.4841261562883209
hsp inhibitor	5	10 uM	0.7374533799410818	L1000	0	TRUE	3.5
insulin secretagogue	4	10 uM	0.012794635544816364	L1000	0.596	FALSE	0.22475374025976358
integrin antagonist	5	10 uM	0.023189230369884205	L1000	0.502	FALSE	0.29929628285498067
jak inhibitor	5	10 uM	0.018378435415352085	L1000	0.556	FALSE	0.2549252084179425
leukotriene receptor antagonist	4	10 uM	0.033804612172974896	L1000	0.393	FALSE	0.4056074496245733
lipoxygenase inhibitor	3	10 uM	-0.004766983729766997	L1000	0.647	FALSE	0.1890957193312996
matrix metalloprotease inhibitor	3	10 uM	0.103949268051317	L1000	0.091	FALSE	1.0409586076789064
mdm inhibitor	3	10 uM	0.6834689372653592	L1000	0	TRUE	3.5
mek inhibitor	8	10 uM	0.6716873912992891	L1000	0	TRUE	3.5
microtubule inhibitor	3	10 uM	0.0916411471765792	L1000	0.115	FALSE	0.9393021596463883
mineralocorticoid receptor antagonist	3	10 uM	0.059510930326524256	L1000	0.236	FALSE	0.6270879970298935
monoamine oxidase inhibitor	6	10 uM	0.0459626387119386	L1000	0.276	FALSE	0.5590909179347823
mtor inhibitor	6	10 uM	0.4443303821178165	L1000	0	TRUE	3.5
mtor inhibitor|pi3k inhibitor	4	10 uM	0.6671653862167258	L1000	0	TRUE	3.5
mucolytic agent	3	10 uM	0.015292434658143282	L1000	0.521	FALSE	0.2831622767004755
nfkb pathway inhibitor	4	10 uM	0.042423832629139235	L1000	0.311	FALSE	0.5072396109731625
nitric oxide synthase inhibitor	4	10 uM	0.09748689290186446	L1000	0.074	FALSE	1.1307682802690238
non-nucleoside reverse transcriptase inhibitor	4	10 uM	0.07005199784482724	L1000	0.156	FALSE	0.8068754016455384
nucleoside reverse transcriptase inhibitor	4	10 uM	-0.03287890422671898	L1000	0.905	FALSE	0.043351420794796675
opioid receptor agonist	3	10 uM	0.08000822095490978	L1000	0.153	FALSE	0.8153085691824012
opioid receptor antagonist	4	10 uM	0.030481824617702775	L1000	0.429	FALSE	0.36754270781527576
p38 mapk inhibitor	6	10 uM	0.11791941128702568	L1000	0.011	TRUE	1.958607314841775
parp inhibitor	5	10 uM	-0.01679598406704607	L1000	0.9	FALSE	0.045757490560675115
phosphodiesterase inhibitor	28	10 uM	0.026719181323522745	L1000	0.526	FALSE	0.27901425584626094
pi3k inhibitor	7	10 uM	0.07166276518294962	L1000	0.066	FALSE	1.1804560644581312
pkc inhibitor	4	10 uM	0.06453557374332047	L1000	0.179	FALSE	0.7471469690201068
