broad_id	pert_iname	dose	moa	target
BRD-K07310275	pf-04691502	0.12 uM	mtor inhibitor|pi3k inhibitor	MTOR|PIK3CA
BRD-K07310275	pf-04691502	0.37 uM	mtor inhibitor|pi3k inhibitor	MTOR|PIK3CA
BRD-K07310275	pf-04691502	1.11 uM	mtor inhibitor|pi3k inhibitor	MTOR|PIK3CA
BRD-K07310275	pf-04691502	3.33 uM	mtor inhibitor|pi3k inhibitor	MTOR|PIK3CA
BRD-K07310275	pf-04691502	10 uM	mtor inhibitor|pi3k inhibitor	MTOR|PIK3CA
BRD-K99545815	pf-562271	0.04 uM	focal adhesion kinase inhibitor	PTK2|PTK2B
BRD-K99545815	pf-562271	0.12 uM	focal adhesion kinase inhibitor	PTK2|PTK2B
BRD-K99545815	pf-562271	0.37 uM	focal adhesion kinase inhibitor	PTK2|PTK2B
BRD-K99545815	pf-562271	1.11 uM	focal adhesion kinase inhibitor	PTK2|PTK2B
BRD-K99545815	pf-562271	3.33 uM	focal adhesion kinase inhibitor	PTK2|PTK2B
BRD-K99545815	pf-562271	10 uM	focal adhesion kinase inhibitor	PTK2|PTK2B
BRD-K95880107	ph-797804	0.04 uM	p38 mapk inhibitor	MAPK11|MAPK14
BRD-K95880107	ph-797804	0.12 uM	p38 mapk inhibitor	MAPK11|MAPK14
BRD-K95880107	ph-797804	0.37 uM	p38 mapk inhibitor	MAPK11|MAPK14
BRD-K95880107	ph-797804	1.11 uM	p38 mapk inhibitor	MAPK11|MAPK14
BRD-K95880107	ph-797804	3.33 uM	p38 mapk inhibitor	MAPK11|MAPK14
BRD-K95880107	ph-797804	10 uM	p38 mapk inhibitor	MAPK11|MAPK14
BRD-K64800655	pha-793887	0.04 uM	cdk inhibitor	CDK1|CDK2|CDK4|CDK5|CDK7|CDK9
BRD-K64800655	pha-793887	0.12 uM	cdk inhibitor	CDK1|CDK2|CDK4|CDK5|CDK7|CDK9
BRD-K64800655	pha-793887	0.37 uM	cdk inhibitor	CDK1|CDK2|CDK4|CDK5|CDK7|CDK9
BRD-K64800655	pha-793887	1.11 uM	cdk inhibitor	CDK1|CDK2|CDK4|CDK5|CDK7|CDK9
BRD-K64800655	pha-793887	3.33 uM	cdk inhibitor	CDK1|CDK2|CDK4|CDK5|CDK7|CDK9
BRD-K64800655	pha-793887	10 uM	cdk inhibitor	CDK1|CDK2|CDK4|CDK5|CDK7|CDK9
BRD-K46937689	phenazone	0.04 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K46937689	phenazone	0.12 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K46937689	phenazone	0.37 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K46937689	phenazone	1.11 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K46937689	phenazone	3.33 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K46937689	phenazone	10 uM	cyclooxygenase inhibitor	PTGS1|PTGS2
BRD-K11399644	phenformin	0.04 uM	ampk activator	KCNJ8|PRKAA1
BRD-K11399644	phenformin	0.12 uM	ampk activator	KCNJ8|PRKAA1
BRD-K11399644	phenformin	0.37 uM	ampk activator	KCNJ8|PRKAA1
BRD-K11399644	phenformin	1.11 uM	ampk activator	KCNJ8|PRKAA1
BRD-K11399644	phenformin	3.33 uM	ampk activator	KCNJ8|PRKAA1
BRD-K11399644	phenformin	10 uM	ampk activator	KCNJ8|PRKAA1
BRD-K90333595	phentolamine	0.04 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
BRD-K90333595	phentolamine	0.12 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
BRD-K90333595	phentolamine	0.37 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
BRD-K90333595	phentolamine	1.11 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
BRD-K90333595	phentolamine	3.33 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
BRD-K90333595	phentolamine	10 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
BRD-K10843433	phenylbutazone	0.04 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	PTGIS|PTGS1|PTGS2
BRD-K10843433	phenylbutazone	0.12 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	PTGIS|PTGS1|PTGS2
BRD-K10843433	phenylbutazone	0.37 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	PTGIS|PTGS1|PTGS2
BRD-K10843433	phenylbutazone	1.11 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	PTGIS|PTGS1|PTGS2
BRD-K10843433	phenylbutazone	3.33 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	PTGIS|PTGS1|PTGS2
BRD-K10843433	phenylbutazone	10 uM	cyclooxygenase inhibitor|prostanoid receptor antagonist	PTGIS|PTGS1|PTGS2
BRD-K67102207	phenylbutyrate	0.04 uM	hdac inhibitor	HDAC1
BRD-K67102207	phenylbutyrate	0.12 uM	hdac inhibitor	HDAC1
BRD-K67102207	phenylbutyrate	0.37 uM	hdac inhibitor	HDAC1
BRD-K67102207	phenylbutyrate	1.11 uM	hdac inhibitor	HDAC1
BRD-K67102207	phenylbutyrate	3.33 uM	hdac inhibitor	HDAC1
BRD-K67102207	phenylbutyrate	10 uM	hdac inhibitor	HDAC1
BRD-K73381542	phenylephrine	0.04 uM	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D
BRD-K73381542	phenylephrine	0.12 uM	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D
BRD-K73381542	phenylephrine	0.37 uM	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D
BRD-K73381542	phenylephrine	1.11 uM	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D
BRD-K73381542	phenylephrine	3.33 uM	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D
BRD-K73381542	phenylephrine	10 uM	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D
BRD-K17026858	pibenzimol	0.04 uM	dna inhibitor	unknown
BRD-K17026858	pibenzimol	0.12 uM	dna inhibitor	unknown
BRD-K17026858	pibenzimol	0.37 uM	dna inhibitor	unknown
BRD-K17026858	pibenzimol	1.11 uM	dna inhibitor	unknown
BRD-K17026858	pibenzimol	3.33 uM	dna inhibitor	unknown
BRD-K17026858	pibenzimol	10 uM	dna inhibitor	unknown
BRD-K47642186	piclamilast	0.04 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K47642186	piclamilast	0.12 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K47642186	piclamilast	0.37 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K47642186	piclamilast	1.11 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K47642186	piclamilast	3.33 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K47642186	piclamilast	10 uM	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
BRD-K01029106	picolinic-acid	0.04 uM	chelating agent	unknown
BRD-K01029106	picolinic-acid	0.12 uM	chelating agent	unknown
BRD-K01029106	picolinic-acid	0.37 uM	chelating agent	unknown
BRD-K01029106	picolinic-acid	1.11 uM	chelating agent	unknown
BRD-K01029106	picolinic-acid	3.33 uM	chelating agent	unknown
BRD-K01029106	picolinic-acid	10 uM	chelating agent	unknown
BRD-A85548292	piketoprofen	0.04 uM	cyclooxygenase inhibitor	unknown
BRD-A85548292	piketoprofen	0.12 uM	cyclooxygenase inhibitor	unknown
BRD-A85548292	piketoprofen	0.37 uM	cyclooxygenase inhibitor	unknown
BRD-A85548292	piketoprofen	1.11 uM	cyclooxygenase inhibitor	unknown
BRD-A85548292	piketoprofen	3.33 uM	cyclooxygenase inhibitor	unknown
BRD-A85548292	piketoprofen	10 uM	cyclooxygenase inhibitor	unknown
BRD-K49456274	pilaralisib	0.04 uM	pi3k inhibitor	unknown
BRD-K49456274	pilaralisib	0.12 uM	pi3k inhibitor	unknown
BRD-K49456274	pilaralisib	0.37 uM	pi3k inhibitor	unknown
BRD-K49456274	pilaralisib	1.11 uM	pi3k inhibitor	unknown
BRD-K49456274	pilaralisib	3.33 uM	pi3k inhibitor	unknown
BRD-K49456274	pilaralisib	10 uM	pi3k inhibitor	unknown
BRD-K85090592	pilocarpine	0.04 uM	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K85090592	pilocarpine	0.12 uM	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K85090592	pilocarpine	0.37 uM	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K85090592	pilocarpine	1.11 uM	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K85090592	pilocarpine	3.33 uM	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K85090592	pilocarpine	10 uM	acetylcholine receptor agonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K97729603	pimecrolimus	0.04 uM	calcineurin inhibitor	unknown
BRD-K97729603	pimecrolimus	0.12 uM	calcineurin inhibitor	unknown
BRD-K97729603	pimecrolimus	0.37 uM	calcineurin inhibitor	unknown
BRD-K97729603	pimecrolimus	1.11 uM	calcineurin inhibitor	unknown
BRD-K97729603	pimecrolimus	3.33 uM	calcineurin inhibitor	unknown
BRD-K97729603	pimecrolimus	10 uM	calcineurin inhibitor	unknown
BRD-K01292756	pimozide	0.04 uM	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2
BRD-K01292756	pimozide	0.12 uM	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2
BRD-K01292756	pimozide	0.37 uM	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2
BRD-K01292756	pimozide	1.11 uM	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2
BRD-K01292756	pimozide	3.33 uM	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2
BRD-K01292756	pimozide	10 uM	dopamine receptor antagonist	CACNA1I|CALM1|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR2A|KCNA10|KCNH2
BRD-A70998768	pinaverium	0.04 uM	t-type calcium channel blocker	CACNA1C
BRD-A70998768	pinaverium	0.12 uM	t-type calcium channel blocker	CACNA1C
BRD-A70998768	pinaverium	0.37 uM	t-type calcium channel blocker	CACNA1C
BRD-A70998768	pinaverium	1.11 uM	t-type calcium channel blocker	CACNA1C
BRD-A70998768	pinaverium	3.33 uM	t-type calcium channel blocker	CACNA1C
BRD-A70998768	pinaverium	10 uM	t-type calcium channel blocker	CACNA1C
BRD-A69275535	pinitol	0.04 uM	gamma secretase inhibitor	unknown
BRD-A69275535	pinitol	0.12 uM	gamma secretase inhibitor	unknown
BRD-A69275535	pinitol	0.37 uM	gamma secretase inhibitor	unknown
BRD-A69275535	pinitol	1.11 uM	gamma secretase inhibitor	unknown
BRD-A69275535	pinitol	3.33 uM	gamma secretase inhibitor	unknown
BRD-A69275535	pinitol	10 uM	gamma secretase inhibitor	unknown
BRD-A48430263	pioglitazone	0.04 uM	ppar receptor agonist|insulin sensitizer	PPARG|TRPM3
BRD-A48430263	pioglitazone	0.12 uM	ppar receptor agonist|insulin sensitizer	PPARG|TRPM3
BRD-A48430263	pioglitazone	0.37 uM	ppar receptor agonist|insulin sensitizer	PPARG|TRPM3
BRD-A48430263	pioglitazone	1.11 uM	ppar receptor agonist|insulin sensitizer	PPARG|TRPM3
BRD-A48430263	pioglitazone	3.33 uM	ppar receptor agonist|insulin sensitizer	PPARG|TRPM3
BRD-A48430263	pioglitazone	10 uM	ppar receptor agonist|insulin sensitizer	PPARG|TRPM3
BRD-A97479839	piperidolate	0.04 uM	acetylcholine receptor antagonist	CHRM1
BRD-A97479839	piperidolate	0.12 uM	acetylcholine receptor antagonist	CHRM1
BRD-A97479839	piperidolate	0.37 uM	acetylcholine receptor antagonist	CHRM1
BRD-A97479839	piperidolate	1.11 uM	acetylcholine receptor antagonist	CHRM1
BRD-A97479839	piperidolate	3.33 uM	acetylcholine receptor antagonist	CHRM1
BRD-A97479839	piperidolate	10 uM	acetylcholine receptor antagonist	CHRM1
BRD-K89375097	pirenzepine	0.04 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K89375097	pirenzepine	0.12 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K89375097	pirenzepine	0.37 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K89375097	pirenzepine	1.11 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K89375097	pirenzepine	3.33 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K89375097	pirenzepine	10 uM	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
BRD-K96862998	pirfenidone	0.04 uM	tgf beta receptor inhibitor	FURIN|TNF
BRD-K96862998	pirfenidone	0.12 uM	tgf beta receptor inhibitor	FURIN|TNF
BRD-K96862998	pirfenidone	0.37 uM	tgf beta receptor inhibitor	FURIN|TNF
BRD-K96862998	pirfenidone	1.11 uM	tgf beta receptor inhibitor	FURIN|TNF
BRD-K96862998	pirfenidone	3.33 uM	tgf beta receptor inhibitor	FURIN|TNF
BRD-K96862998	pirfenidone	10 uM	tgf beta receptor inhibitor	FURIN|TNF
BRD-K47936004	piribedil	0.04 uM	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B
BRD-K47936004	piribedil	0.12 uM	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B
BRD-K47936004	piribedil	0.37 uM	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B
BRD-K47936004	piribedil	1.11 uM	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B
BRD-K47936004	piribedil	3.33 uM	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B
BRD-K47936004	piribedil	10 uM	dopamine receptor agonist	ADRA1A|ADRA2A|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR2B
BRD-A57382968	piroxicam	0.04 uM	cyclooxygenase inhibitor	NA
BRD-A57382968	piroxicam	0.12 uM	cyclooxygenase inhibitor	NA
BRD-A57382968	piroxicam	0.37 uM	cyclooxygenase inhibitor	NA
BRD-A57382968	piroxicam	1.11 uM	cyclooxygenase inhibitor	NA
BRD-A57382968	piroxicam	3.33 uM	cyclooxygenase inhibitor	NA
BRD-A57382968	piroxicam	10 uM	cyclooxygenase inhibitor	NA
BRD-K75958547	pitavastatin	0.04 uM	hmgcr inhibitor	HMGCR
BRD-K75958547	pitavastatin	0.12 uM	hmgcr inhibitor	HMGCR
BRD-K75958547	pitavastatin	0.37 uM	hmgcr inhibitor	HMGCR
BRD-K75958547	pitavastatin	1.11 uM	hmgcr inhibitor	HMGCR
BRD-K75958547	pitavastatin	3.33 uM	hmgcr inhibitor	HMGCR
BRD-K75958547	pitavastatin	10 uM	hmgcr inhibitor	HMGCR
BRD-A41451487	pk-11195	0.04 uM	benzodiazepine receptor antagonist	TSPO
BRD-A41451487	pk-11195	0.12 uM	benzodiazepine receptor antagonist	TSPO
BRD-A41451487	pk-11195	0.37 uM	benzodiazepine receptor antagonist	TSPO
BRD-A41451487	pk-11195	1.11 uM	benzodiazepine receptor antagonist	TSPO
BRD-A41451487	pk-11195	3.33 uM	benzodiazepine receptor antagonist	TSPO
BRD-A41451487	pk-11195	10 uM	benzodiazepine receptor antagonist	TSPO
BRD-A28467416	pki-179	0.04 uM	mtor inhibitor|pi3k inhibitor	MTOR
BRD-A28467416	pki-179	0.12 uM	mtor inhibitor|pi3k inhibitor	MTOR
BRD-A28467416	pki-179	0.37 uM	mtor inhibitor|pi3k inhibitor	MTOR
BRD-A28467416	pki-179	1.11 uM	mtor inhibitor|pi3k inhibitor	MTOR
BRD-A28467416	pki-179	3.33 uM	mtor inhibitor|pi3k inhibitor	MTOR
BRD-A28467416	pki-179	10 uM	mtor inhibitor|pi3k inhibitor	MTOR
BRD-K06388322	pramipexole	0.04 uM	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C
BRD-K06388322	pramipexole	0.12 uM	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C
BRD-K06388322	pramipexole	0.37 uM	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C
BRD-K06388322	pramipexole	1.11 uM	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C
BRD-K06388322	pramipexole	3.33 uM	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C
BRD-K06388322	pramipexole	10 uM	dopamine receptor agonist	ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C
BRD-K97045029	pranlukast	0.04 uM	leukotriene receptor antagonist	CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF
BRD-K97045029	pranlukast	0.12 uM	leukotriene receptor antagonist	CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF
BRD-K97045029	pranlukast	0.37 uM	leukotriene receptor antagonist	CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF
BRD-K97045029	pranlukast	1.11 uM	leukotriene receptor antagonist	CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF
BRD-K97045029	pranlukast	3.33 uM	leukotriene receptor antagonist	CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF
BRD-K97045029	pranlukast	10 uM	leukotriene receptor antagonist	CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF
BRD-K31447894	pravastatin	0.04 uM	hmgcr inhibitor	HMGCR|SLCO1B1
BRD-K31447894	pravastatin	0.12 uM	hmgcr inhibitor	HMGCR|SLCO1B1
BRD-K31447894	pravastatin	0.37 uM	hmgcr inhibitor	HMGCR|SLCO1B1
BRD-K31447894	pravastatin	1.11 uM	hmgcr inhibitor	HMGCR|SLCO1B1
BRD-K31447894	pravastatin	3.33 uM	hmgcr inhibitor	HMGCR|SLCO1B1
BRD-K31447894	pravastatin	10 uM	hmgcr inhibitor	HMGCR|SLCO1B1
BRD-K49111258	prazosin	0.04 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7
BRD-K49111258	prazosin	0.12 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7
BRD-K49111258	prazosin	0.37 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7
BRD-K49111258	prazosin	1.11 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7
BRD-K49111258	prazosin	3.33 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7
BRD-K49111258	prazosin	10 uM	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|KCNH2|KCNH6|KCNH7
BRD-A62525898	prednisone	0.04 uM	glucocorticoid receptor agonist	HSD11B1|NR3C1
BRD-A62525898	prednisone	0.12 uM	glucocorticoid receptor agonist	HSD11B1|NR3C1
BRD-A62525898	prednisone	0.37 uM	glucocorticoid receptor agonist	HSD11B1|NR3C1
BRD-A62525898	prednisone	1.11 uM	glucocorticoid receptor agonist	HSD11B1|NR3C1
BRD-A62525898	prednisone	3.33 uM	glucocorticoid receptor agonist	HSD11B1|NR3C1
BRD-A62525898	prednisone	10 uM	glucocorticoid receptor agonist	HSD11B1|NR3C1
BRD-K46290096	preladenant	0.04 uM	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K46290096	preladenant	0.12 uM	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K46290096	preladenant	0.37 uM	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K46290096	preladenant	1.11 uM	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K46290096	preladenant	3.33 uM	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K46290096	preladenant	10 uM	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3
BRD-K32247306	primidone	0.04 uM	gaba receptor antagonist	CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K32247306	primidone	0.12 uM	gaba receptor antagonist	CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K32247306	primidone	0.37 uM	gaba receptor antagonist	CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K32247306	primidone	1.11 uM	gaba receptor antagonist	CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K32247306	primidone	3.33 uM	gaba receptor antagonist	CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K32247306	primidone	10 uM	gaba receptor antagonist	CHRNA4|CHRNA7|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIA2|GRIK2|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A
BRD-K75089421	procainamide	0.04 uM	sodium channel blocker	DNMT1|SCN5A
BRD-K75089421	procainamide	0.12 uM	sodium channel blocker	DNMT1|SCN5A
BRD-K75089421	procainamide	0.37 uM	sodium channel blocker	DNMT1|SCN5A
BRD-K75089421	procainamide	1.11 uM	sodium channel blocker	DNMT1|SCN5A
BRD-K75089421	procainamide	3.33 uM	sodium channel blocker	DNMT1|SCN5A
BRD-K75089421	procainamide	10 uM	sodium channel blocker	DNMT1|SCN5A
BRD-K19352500	prochlorperazine	0.04 uM	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4
BRD-K19352500	prochlorperazine	0.12 uM	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4
BRD-K19352500	prochlorperazine	0.37 uM	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4
BRD-K19352500	prochlorperazine	1.11 uM	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4
BRD-K19352500	prochlorperazine	3.33 uM	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4
BRD-K19352500	prochlorperazine	10 uM	dopamine receptor antagonist	DRD1|DRD2|DRD3|DRD4
BRD-A67479912	progesterone	0.04 uM	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5
BRD-A67479912	progesterone	0.12 uM	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5
BRD-A67479912	progesterone	0.37 uM	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5
BRD-A67479912	progesterone	1.11 uM	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5
BRD-A67479912	progesterone	3.33 uM	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5
BRD-A67479912	progesterone	10 uM	progesterone receptor agonist	CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5
BRD-A44863528	proglumide	0.04 uM	cck receptor antagonist	CCKAR|CCKBR
BRD-A44863528	proglumide	0.12 uM	cck receptor antagonist	CCKAR|CCKBR
BRD-A44863528	proglumide	0.37 uM	cck receptor antagonist	CCKAR|CCKBR
BRD-A44863528	proglumide	1.11 uM	cck receptor antagonist	CCKAR|CCKBR
