Metadata_broad_sample,broad_id,pert_iname,moa
BRD-K56810756-001-03-0,BRD-K56810756,fomepizole,Alcohol dehydrogenase inhibitor
BRD-K56844688-003-01-2,BRD-K56844688,epirubicin,Topoisomerase inhibitor
BRD-K56851771-001-06-8,BRD-K56851771,enzalutamide,Androgen receptor antagonist
BRD-K56957086-001-06-3,BRD-K56957086,dacinostat,HDAC inhibitor
BRD-K57041787-001-02-6,BRD-K57041787,dabigatran-etexilate,Thrombin inhibitor|Serine protease inhibitor
BRD-K57080016-001-15-9,BRD-K57080016,selumetinib,MEK inhibitor
BRD-K57169635-001-04-5,BRD-K57169635,dacomitinib,EGFR inhibitor
BRD-K57222227-001-30-1,BRD-K57222227,indometacin,Cyclooxygenase inhibitor
BRD-K57252450-001-02-5,BRD-K57252450,cilengitide,Integrin antagonist
BRD-K57371763-001-01-7,BRD-K57371763,fidaxomicin,RNA polymerase inhibitor
BRD-K57432881-003-21-8,BRD-K57432881,tiapride,Dopamine receptor antagonist
BRD-K57545991-050-23-1,BRD-K57545991,enalapril,Angiotensin converting enzyme inhibitor
BRD-K57569181-001-27-5,BRD-K57569181,pentoxifylline,Phosphodiesterase inhibitor
BRD-K57631554-003-06-2,BRD-K57631554,aminolevulinic-acid,Oxidative stress inducer
BRD-K57764956-001-02-8,BRD-K57764956,cariprazine,Dopamine receptor antagonist
BRD-K58010567-003-02-2,BRD-K58010567,vilazodone,Serotonin reuptake inhibitor
BRD-K58114536-001-01-6,BRD-K58114536,rasagiline,Monoamine oxidase inhibitor
BRD-K58211978-001-01-5,BRD-K58211978,roxithromycin,Bacterial 50S ribosomal subunit inhibitor
BRD-K58435339-001-03-0,BRD-K58435339,at13387,HSP antagonist
BRD-K58486055-001-02-7,BRD-K58486055,reparixin,CC chemokine receptor antagonist
BRD-K58501140-002-01-0,BRD-K58501140,tak-875,insulin secretagogue
BRD-K58626373-003-07-8,BRD-K58626373,dexfenfluramine,Serotonin receptor agonist
BRD-K58736316-001-09-5,BRD-K58736316,cianidanol,Fatty acid synthase inhibitor
BRD-K58951486-004-01-5,BRD-K58951486,rocuronium,Acetylcholine receptor antagonist
BRD-K59013864-001-01-1,BRD-K59013864,am-24,lipoxygenase inhibitor
BRD-K59037100-001-14-7,BRD-K59037100,oxybenzone,Lipase inhibitor
BRD-K59058766-003-21-9,BRD-K59058766,chlorprothixene,Dopamine receptor antagonist
BRD-K59197931-001-04-5,BRD-K59197931,naproxen,Cyclooxygenase inhibitor
BRD-K59227464-334-02-4,BRD-K59227464,ly2228820,P38 MAPK inhibitor
BRD-K59273480-001-10-6,BRD-K59273480,propentofylline,Adenosine reuptake inhibitor|Phosphodiesterase inhibitor
BRD-K59317601-001-05-5,BRD-K59317601,mln0128,MTOR inhibitor
BRD-K59325863-001-02-8,BRD-K59325863,delanzomib,Proteasome inhibitor
BRD-K59331299-001-01-2,BRD-K59331299,voglibose,Glucosidase inhibitor
BRD-K59332007-300-02-7,BRD-K59332007,linopirdine,Potassium channel blocker
BRD-K59369769-001-20-3,BRD-K59369769,tozasertib,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor
BRD-K59433843-001-01-7,BRD-K59433843,ici-192605,thromboxane receptor antagonist
BRD-K59436580-001-01-7,BRD-K59436580,tedizolid,Bacterial 50S ribosomal subunit inhibitor
BRD-K59506194-015-04-9,BRD-K59506194,targinine,Nitric oxide synthase inhibitor
BRD-K59524082-001-01-3,BRD-K59524082,maribavir,Cytomegalovirus inhibitor|Protein kinase inhibitor
BRD-K59573506-001-01-8,BRD-K59573506,cyproterone-acetate,Androgen receptor antagonist|Progesterone receptor agonist|Testosterone receptor antagonist
BRD-K59574735-001-11-8,BRD-K59574735,ubenimex,Leukotriene inhibitor
BRD-K59632282-052-03-1,BRD-K59632282,quinidine,Sodium channel blocker
BRD-K59715032-362-01-4,BRD-K59715032,pasireotide,Somatostatin receptor agonist
BRD-K59875992-001-01-8,BRD-K59875992,fpl-62064,cyclooxygenase inhibitor|lipoxygenase inhibitor
BRD-K59929863-001-01-9,BRD-K59929863,cb-10-277-(free-acid),DNA synthesis inhibitor
BRD-K60160658-003-11-2,BRD-K60160658,tiagabine,GABA uptake inhibitor
BRD-K60230970-001-10-0,BRD-K60230970,MG-132,Proteasome inhibitor
BRD-K60237333-001-27-1,BRD-K60237333,niacin,NAD precursor with lipid lowering effects|Vitamin B
BRD-K60240222-001-01-4,BRD-K60240222,carglumic-acid,Carbamoyl phosphate synthase activator
BRD-K60341624-001-02-2,BRD-K60341624,gsk1292263,"Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119) Agonists"
BRD-K60585088-001-01-5,BRD-K60585088,paricalcitol,Vitamin D receptor agonist
BRD-K60866521-001-07-1,BRD-K60866521,idelalisib,PI3K inhibitor
BRD-K60997853-001-02-3,BRD-K60997853,pha-848125,CDK inhibitor|growth factor receptor inhibitor
BRD-K61036791-001-01-6,BRD-K61036791,rucinol,Tyrosinase inhibitor
BRD-K61195623-001-01-4,BRD-K61195623,combretastatin-a-4,tubulin polymerization inhibitor
BRD-K61250553-003-32-2,BRD-K61250553,loperamide,Opioid receptor agonist
BRD-K61397605-001-03-4,BRD-K61397605,romidepsin,HDAC inhibitor
BRD-K61443650-236-13-1,BRD-K61443650,thiomersal,Other antibiotic
BRD-K61452026-001-04-6,BRD-K61452026,emtricitabine,Nucleoside reverse transcriptase inhibitor
BRD-K61567297-001-01-9,BRD-K61567297,resatorvid,Toll-like receptor antagonist
BRD-K61691541-001-01-1,BRD-K61691541,pf-03084014,gamma secretase inhibitor
BRD-K61693562-300-01-7,BRD-K61693562,pyrazinoylguanidine,Diuretic
BRD-K61988078-001-01-2,BRD-K61988078,moxidectin,Chloride channel antagonist
BRD-K62196610-001-01-6,BRD-K62196610,avn-944,inosine monophosphate dehydrogenase inhibitor
BRD-K62200014-003-10-5,BRD-K62200014,anagrelide,Phosphodiesterase inhibitor
BRD-K62277907-001-01-6,BRD-K62277907,pym50028,Neurotrophic agent
BRD-K62310379-001-10-5,BRD-K62310379,fluticasone,Glucocorticoid receptor agonist
BRD-K62363391-001-24-9,BRD-K62363391,dapsone,Bacterial antifolate
BRD-K62387885-001-01-9,BRD-K62387885,basimglurant,Glutamate receptor antagonist
BRD-K62391742-001-03-0,BRD-K62391742,gdc-0199,BCL inhibitor
BRD-K62398570-300-01-2,BRD-K62398570,lerisetron,Serotonin receptor antagonist
BRD-K62562723-003-02-7,BRD-K62562723,sr-2640,leukotriene receptor antagonist
BRD-K62627508-001-01-5,BRD-K62627508,rg-7388,MDM inhibitor
BRD-K62676709-065-05-5,BRD-K62676709,guanethidine,Adrenergic inhibitor
BRD-K62685538-001-01-7,BRD-K62685538,triptorelin,Gonadotropin releasing factor hormone receptor agonist
BRD-K62734952-001-01-0,BRD-K62734952,arglabin,Farnesyltransferase inhibitor
BRD-K62737565-003-02-6,BRD-K62737565,gabapentin,Calcium channel blocker
BRD-K62762455-001-01-3,BRD-K62762455,ru-58841,androgen receptor antagonist
BRD-K62858456-001-01-8,BRD-K62858456,lomerizine,Calcium channel blocker
BRD-K62965247-001-04-9,BRD-K62965247,tipifarnib-P2,Farnesyltransferase inhibitor
BRD-K62996583-001-10-3,BRD-K62996583,lidoflazine,Calcium channel blocker
BRD-K63126190-003-01-6,BRD-K63126190,epinephrine,Adrenergic receptor agonist|Neurotransmitter
BRD-K63150726-001-02-1,BRD-K63150726,JTE-907,Cannabinoid receptor inverse agonist
BRD-K63178091-001-01-1,BRD-K63178091,telotristat,Serotonin receptor antagonist|Serotonin release inhibitor
BRD-K63343048-001-12-2,BRD-K63343048,orlistat,Lipase inhibitor
BRD-K63430059-001-17-2,BRD-K63430059,methoxsalen,DNA synthesis inhibitor
BRD-K63504947-001-15-4,BRD-K63504947,semaxanib,VEGFR inhibitor
BRD-K63550407-001-12-7,BRD-K63550407,erythromycin,NFkB pathway inhibitor
BRD-K63630713-001-25-8,BRD-K63630713,etacrynic-acid,Sodium/potassium/chloride transporter inhibitor
BRD-K63675182-003-23-6,BRD-K63675182,triflupromazine,Dopamine receptor antagonist
BRD-K63736853-001-04-8,BRD-K63736853,acipimox,Cholesterol inhibitor
BRD-K63750851-001-20-7,BRD-K63750851,mycophenolic-acid,Dehydrogenase inhibitor|Inositol monophosphatase inhibitor
BRD-K63828191-003-32-1,BRD-K63828191,raloxifene,Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)
BRD-K63861289-001-19-6,BRD-K63861289,molsidomine,Guanylyl cyclase activator
BRD-K64052750-001-17-5,BRD-K64052750,gefitinib,EGFR inhibitor
BRD-K64338723-001-01-6,BRD-K64338723,milacemide,Monoamine oxidase inhibitor
BRD-K64504314-001-01-8,BRD-K64504314,dienogest,Progesterone receptor agonist
BRD-K64538373-001-01-4,BRD-K64538373,ro-4987655,MEK inhibitor
BRD-K64622987-001-01-4,BRD-K64622987,torcetrapib,Cholesteryl ester transfer protein inhibitor
BRD-K64755930-003-03-2,BRD-K64755930,etazolate,Phosphodiesterase inhibitor
BRD-K64785675-001-04-0,BRD-K64785675,TG100-115,PI3K inhibitor
BRD-K64800655-001-07-4,BRD-K64800655,PHA-793887,CDK inhibitor
BRD-K64838454-001-01-0,BRD-K64838454,dipraglurant,Glutamate receptor negative allosteric modulator
BRD-K64874225-001-04-7,BRD-K64874225,nsc-4644,ACAT inhibitor|sterol regulatory element binding protein (SREBP) inhibitor
BRD-K64890080-001-13-8,BRD-K64890080,BI-2536,PLK inhibitor
BRD-K64925568-001-01-8,BRD-K64925568,amg-232,MDM inhibitor
BRD-K64931368-003-01-4,BRD-K64931368,aminocaproic-acid,Plasminogen activator inhibitor
BRD-K64990520-001-08-4,BRD-K64990520,apocynin,NADPH oxidase inhibitor
BRD-K65170927-001-01-6,BRD-K65170927,aprepitant,Tachykinin antagonist
BRD-K65428967-001-08-4,BRD-K65428967,cordycepin,DNA inhibitor
BRD-K65678996-001-05-5,BRD-K65678996,nefiracetam,Acetylcholine receptor agonist|GABA receptor agonist
BRD-K65781196-001-03-0,BRD-K65781196,avanafil,Phosphodiesterase inhibitor
BRD-K65820248-001-01-8,BRD-K65820248,sdz-nkt-343,tachykinin antagonist
BRD-K65928735-001-04-3,BRD-K65928735,azd1480,JAK inhibitor
BRD-K65991129-001-02-9,BRD-K65991129,sb-705498,TRPV antagonist
BRD-K65992024-001-01-5,BRD-K65992024,pirenoxine,AGE inhibitor
BRD-K66035042-001-10-1,BRD-K66035042,sorbitol,Mucolytic agent
BRD-K66175015-001-09-0,BRD-K66175015,afatinib,EGFR inhibitor
BRD-K66404838-310-01-1,BRD-K66404838,nalbuphine,Opioid receptor agonist|Opioid receptor antagonist
BRD-K66412701-066-01-6,BRD-K66412701,pazufloxacin,Topoisomerase inhibitor
BRD-K66538826-001-07-2,BRD-K66538826,amuvatinib,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor
BRD-K66615216-003-14-8,BRD-K66615216,moxifloxacin,Bacterial DNA gyrase inhibitor
BRD-K66876909-001-12-6,BRD-K66876909,linezolid,Bacterial 50S ribosomal subunit inhibitor
BRD-K66911501-003-01-2,BRD-K66911501,mk-3207,calcitonin antagonist
BRD-K66937583-001-01-2,BRD-K66937583,lodoxamide,Histamine receptor antagonist
BRD-K67017579-001-28-1,BRD-K67017579,cilostazol,Phosphodiesterase inhibitor
BRD-K67043667-001-26-4,BRD-K67043667,altretamine,DNA synthesis inhibitor
BRD-K67068943-001-01-0,BRD-K67068943,ore1001,Angiotensin converting enzyme inhibitor
BRD-K67080878-001-15-4,BRD-K67080878,milrinone,Phosphodiesterase inhibitor
BRD-K67102207-236-07-7,BRD-K67102207,phenylbutyrate,HDAC inhibitor
BRD-K67121414-001-03-3,BRD-K67121414,apixaban,Coagulation factor inhibitor
BRD-K67174965-001-02-7,BRD-K67174965,acetylcysteine,Mucolytic agent
BRD-K67277431-002-10-5,BRD-K67277431,picotamide,Thromboxane receptor antagonist|Thromboxane synthase inhibitor
BRD-K67525671-001-02-5,BRD-K67525671,zk-200775,kainate receptor antagonist
BRD-K67680372-003-02-6,BRD-K67680372,CI-966,GAT inhibitor
BRD-K67783091-001-26-1,BRD-K67783091,haloperidol,Dopamine receptor antagonist
BRD-K67789209-001-01-0,BRD-K67789209,adatanserin,Serotonin receptor agonist|Serotonin receptor antagonist
BRD-K67844266-003-01-9,BRD-K67844266,MLN-4924,Nedd activating enzyme inhibitor
BRD-K67901620-001-02-0,BRD-K67901620,avasimibe,ACAT inhibitor
BRD-K67966701-001-11-6,BRD-K67966701,lisinopril,Angiotensin converting enzyme inhibitor
BRD-K68065987-300-09-1,BRD-K68065987,MK-2206,AKT inhibitor
BRD-K68095457-001-10-1,BRD-K68095457,palmitoylethanolamide,Cannabinoid receptor agonist
BRD-K68103045-001-02-9,BRD-K68103045,CGS-20625,Benzodiazepine receptor agonist
BRD-K68132782-003-13-8,BRD-K68132782,terbinafine,Fungal squalene epoxidase inhibitor
BRD-K68164687-001-01-6,BRD-K68164687,epothilone-b,Microtubule stabilizing agent|Tubulin inhibitor|Microtubule stimulant
BRD-K68232413-001-01-2,BRD-K68232413,etizolam,Benzodiazepine receptor agonist
BRD-K68232650-001-02-2,BRD-K68232650,lacosamide,Collapsin response mediator protein inhibitor|Collapsin response mediator protein stimulant|Sodium channel blocker
BRD-K68346641-001-02-2,BRD-K68346641,amsacrine,Topoisomerase inhibitor
BRD-K68392338-003-02-0,BRD-K68392338,ZK-93426,Benzodiazepine receptor antagonist
BRD-K68488863-001-04-9,BRD-K68488863,ENMD-2076,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor
BRD-K68532323-003-02-8,BRD-K68532323,sb-743921,kinesin-like spindle protein inhibitor
BRD-K68552125-001-05-3,BRD-K68552125,phorbol-myristate-acetate,PKC activator
BRD-K68693535-001-03-4,BRD-K68693535,lidamidine,Adrenergic receptor agonist
BRD-K68747584-001-02-0,BRD-K68747584,pf-03814735,Aurora kinase inhibitor
BRD-K68867920-051-11-5,BRD-K68867920,quetiapine,Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-K68870568-066-01-5,BRD-K68870568,flumatinib,Bcr-Abl kinase inhibitor
BRD-K68938568-001-01-7,BRD-K68938568,gdc-0152,XIAP inhibitor
BRD-K69001009-001-02-8,BRD-K69001009,golvatinib,VEGFR inhibitor
BRD-K69116396-001-04-1,BRD-K69116396,sertindole,Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-K69122748-001-10-1,BRD-K69122748,diacerein,Interleukin inhibitor
BRD-K69236721-001-02-7,BRD-K69236721,vx-809,CFTR channel agonist
BRD-K69247067-001-01-8,BRD-K69247067,afloqualone,Acetylcholine receptor antagonist
BRD-K69726342-238-02-4,BRD-K69726342,atorvastatin,HMGCR inhibitor
BRD-K69726595-001-01-2,BRD-K69726595,mericitabine,HCV inhibitor
BRD-K69776681-001-03-8,BRD-K69776681,volasertib,PLK inhibitor
BRD-K70301465-001-02-6,BRD-K70301465,ibrutinib,BTK inhibitor
BRD-K70301876-034-13-7,BRD-K70301876,escitalopram,Selective serotonin reuptake inhibitor (SSRI)
BRD-K70330367-003-07-9,BRD-K70330367,amantadine,Glutamate receptor antagonist
BRD-K70358946-001-15-7,BRD-K70358946,aripiprazole,Serotonin receptor agonist|Serotonin receptor antagonist
BRD-K70401845-003-09-6,BRD-K70401845,erlotinib,EGFR inhibitor
BRD-K70463136-001-01-5,BRD-K70463136,bay-87-2243,hypoxia inducible factor inhibitor
BRD-K70464547-003-01-2,BRD-K70464547,sertraline,Serotonin receptor antagonist
BRD-K70490179-300-01-2,BRD-K70490179,rimcazole,Sigma receptor antagonist
BRD-K70505054-003-12-4,BRD-K70505054,ranitidine,Histamine receptor antagonist
BRD-K70507123-001-09-7,BRD-K70507123,doxofylline,Adenosine receptor antagonist
BRD-K70511574-001-06-9,BRD-K70511574,sunitinib,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K70557564-305-03-6,BRD-K70557564,zosuquidar,P-glycoprotein inhibitor
BRD-K70592483-001-01-0,BRD-K70592483,phenylacetylglutamine,DNA methylase inhibitor|Protein synthesis inhibitor
BRD-K70610771-001-02-9,BRD-K70610771,vx-222,HCV inhibitor
BRD-K70778732-003-26-7,BRD-K70778732,trazodone,Adrenergic receptor antagonist|Serotonin receptor antagonist|Serotonin reuptake inhibitor
BRD-K70912147-001-01-8,BRD-K70912147,co-102862,sodium channel blocker
BRD-K70914287-300-02-8,BRD-K70914287,BIBX-1382,EGFR inhibitor|Tyrosine kinase inhibitor
BRD-K70924353-001-01-2,BRD-K70924353,amtolmetin-guacil,Cyclooxygenase inhibitor
BRD-K71035033-001-07-1,BRD-K71035033,masitinib,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|Src inhibitor
BRD-K71058253-001-01-9,BRD-K71058253,luliconazole,Sterol demethylase inhibitor
BRD-K71075609-003-01-0,BRD-K71075609,dorzolamide,Carbonic anhydrase inhibitor
BRD-K71103788-003-12-0,BRD-K71103788,duloxetine,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor
BRD-K71106091-001-06-1,BRD-K71106091,fludarabine-phosphate,DNA synthesis inhibitor|DNA repair enzyme inhibitor|Purine antagonist
BRD-K71164191-001-01-0,BRD-K71164191,kd-023,ACAT inhibitor
BRD-K71221037-001-01-6,BRD-K71221037,birinapant,XIAP inhibitor
BRD-K71281111-001-04-3,BRD-K71281111,snx-2112,HSP inhibitor
BRD-K71289571-001-11-4,BRD-K71289571,zafirlukast,Leukotriene receptor antagonist
BRD-K71480163-001-01-4,BRD-K71480163,gdc-0068,AKT inhibitor
BRD-K71603915-003-01-8,BRD-K71603915,evp-6124,acetylcholine receptor agonist
BRD-K71799949-001-36-4,BRD-K71799949,carbamazepine,Carboxamide antiepileptic
BRD-K71822263-001-03-2,BRD-K71822263,d-serine,glutamate receptor agonist
BRD-K72005722-001-01-2,BRD-K72005722,vt-464,cytochrome P450 inhibitor
BRD-K72029282-001-22-0,BRD-K72029282,probucol,Atherogenesis inhibitor
BRD-K72093121-001-16-3,BRD-K72093121,vidarabine,Antiviral
BRD-K72166146-066-05-4,BRD-K72166146,dihydroergotamine,Serotonin receptor agonist
BRD-K72215350-001-06-5,BRD-K72215350,acexamic-acid,Gastrin inhibitor|Reducing agent|5 alpha reductase inhibitor
BRD-K72222507-003-16-8,BRD-K72222507,quinapril,Angiotensin converting enzyme inhibitor
BRD-K72414522-001-06-7,BRD-K72414522,AZD-5438,CDK inhibitor
BRD-K72827473-001-01-0,BRD-K72827473,cep-37440,ALK tyrosine kinase receptor inhibitor
BRD-K72922393-003-15-2,BRD-K72922393,linsidomine,Nitric oxide donor
BRD-K72951360-001-01-4,BRD-K72951360,valrubicin,DNA inhibitor|Topoisomerase inhibitor
BRD-K73088654-001-01-9,BRD-K73088654,floxuridine,DNA synthesis inhibitor
BRD-K73107279-003-12-5,BRD-K73107279,levamisole,Acetylcholine receptor agonist
BRD-K73109821-001-20-1,BRD-K73109821,diazoxide,Potassium channel activator
BRD-K73196317-003-14-8,BRD-K73196317,urapidil,Adrenergic receptor antagonist
BRD-K73237276-001-01-0,BRD-K73237276,tacalcitol,Vitamin D receptor agonist
BRD-K73319509-001-08-0,BRD-K73319509,PF-04217903,C-Met inhibitor
BRD-K73381542-003-23-4,BRD-K73381542,phenylephrine,Adrenergic receptor agonist
BRD-K73440166-001-01-3,BRD-K73440166,cinaciguat,Guanylate cyclase activator
BRD-K73524797-001-01-1,BRD-K73524797,st-1859,antiamyloidogenic agent
BRD-K73541271-001-03-6,BRD-K73541271,etofenamate,Cyclooxygenase inhibitor
BRD-K73794685-001-01-5,BRD-K73794685,azithromycin,Bacterial 50S ribosomal subunit inhibitor
BRD-K73815512-001-02-5,BRD-K73815512,hc-030031,TRPA1 channel blocker
BRD-K73999723-001-11-3,BRD-K73999723,telmisartan,Angiotensin receptor antagonist
BRD-K74057757-001-01-9,BRD-K74057757,indibulin,Tubulin inhibitor
BRD-K74065929-001-07-2,BRD-K74065929,doramapimod,P38 MAPK inhibitor
BRD-K74141488-003-11-2,BRD-K74141488,naftifine,Fungal squalene epoxidase inhibitor
BRD-K74190368-001-04-3,BRD-K74190368,resorcinol,Phosphodiesterase inhibitor
BRD-K74195153-050-12-1,BRD-K74195153,irsogladine,Phosphodiesterase inhibitor
BRD-K74305673-001-06-2,BRD-K74305673,IKK-2-inhibitor-V,IKK inhibitor|NFkB pathway inhibitor
BRD-K74339692-001-01-9,BRD-K74339692,tamsulosin,Adrenergic receptor antagonist
BRD-K74363950-004-01-0,BRD-K74363950,aclidinium,Acetylcholine receptor antagonist
BRD-K74371986-001-01-7,BRD-K74371986,nsi-189,neurotrophic agent
BRD-K74514084-001-03-9,BRD-K74514084,pazopanib,VEGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor
BRD-K74717603-001-02-2,BRD-K74717603,etravirine,Non-nucleoside reverse transcriptase inhibitor
BRD-K74763371-002-04-0,BRD-K74763371,bosentan,Endothelin receptor antagonist
BRD-K74765201-001-16-7,BRD-K74765201,tomelukast,Leukotriene receptor antagonist
BRD-K75037734-003-13-9,BRD-K75037734,carbachol,Cholinergic receptor agonist
BRD-K75089421-003-24-5,BRD-K75089421,procainamide,Sodium channel blocker
BRD-K75295174-001-05-0,BRD-K75295174,alisertib,Aurora kinase inhibitor
BRD-K75641298-003-25-0,BRD-K75641298,metoclopramide,Dopamine receptor antagonist|Serotonin receptor antagonist
BRD-K75649340-001-13-1,BRD-K75649340,tioguanine,Purine antagonist
BRD-K75699339-057-08-1,BRD-K75699339,rizatriptan,Serotonin receptor agonist
BRD-K75844781-003-08-0,BRD-K75844781,mcpp,Serotonin receptor agonist
BRD-K75911534-001-01-6,BRD-K75911534,su014813,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K75958547-238-01-0,BRD-K75958547,pitavastatin,HMGCR inhibitor
BRD-K76022557-003-02-7,BRD-K76022557,r(-)-apomorphine,Dopamine receptor agonist|TRPA1 modulator
BRD-K76197012-001-01-2,BRD-K76197012,ulipristal,Progesterone receptor antagonist
BRD-K76205745-237-16-5,BRD-K76205745,losartan,Angiotensin receptor antagonist
BRD-K76210423-001-01-6,BRD-K76210423,resiquimod,Toll-like receptor agonist
BRD-K76617868-003-11-9,BRD-K76617868,fasudil,Rho associated kinase inhibitor
BRD-K76674262-001-03-3,BRD-K76674262,homoharringtonine,Protein synthesis inhibitor
BRD-K76775527-001-30-2,BRD-K76775527,nimesulide,Cyclooxygenase inhibitor
BRD-K76810206-001-07-3,BRD-K76810206,nicergoline,Adrenergic receptor antagonist
BRD-K76812510-236-14-8,BRD-K76812510,metamizole,Cyclooxygenase inhibitor|Opioid receptor agonist
BRD-K76841105-001-04-7,BRD-K76841105,tazarotene,Retinoid receptor agonist
BRD-K76908866-001-07-6,BRD-K76908866,CP-724714,Tyrosine kinase inhibitor|EGFR inhibitor
BRD-K76953762-001-08-5,BRD-K76953762,indoramin,Adrenergic receptor antagonist
BRD-K77396579-300-01-0,BRD-K77396579,nvp-dpp728,dipeptidyl peptidase inhibitor
BRD-K77561571-001-01-1,BRD-K77561571,topiroxostat,Xanthine oxidase inhibitor
BRD-K77625799-001-07-7,BRD-K77625799,vandetanib,EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
BRD-K77641333-003-27-1,BRD-K77641333,naphazoline,Adrenergic receptor agonist
BRD-K77685957-300-09-1,BRD-K77685957,dequalinium,PKC inhibitor
BRD-K77695569-001-30-0,BRD-K77695569,tiabendazole,Angiogenesis inhibitor
BRD-K77908580-001-09-6,BRD-K77908580,entinostat,HDAC inhibitor
BRD-K77947974-001-16-3,BRD-K77947974,fluspirilene,Dopamine receptor antagonist
BRD-K77987382-001-13-2,BRD-K77987382,mebendazole,Tubulin inhibitor
BRD-K78010432-001-21-5,BRD-K78010432,furosemide,Diuretic
BRD-K78055238-001-01-8,BRD-K78055238,ly2090314,Glycogen synthase kinase inhibitor
BRD-K78096648-001-05-7,BRD-K78096648,oxiperomide,Dopamine receptor antagonist
BRD-K78113049-001-16-2,BRD-K78113049,enoxacin,Topoisomerase inhibitor
BRD-K78118466-001-03-3,BRD-K78118466,ly2157299,TGF beta receptor inhibitor
BRD-K78126613-001-28-5,BRD-K78126613,menadione,Mitochondrial DNA polymerase inhibitor|Phosphatase inhibitor
BRD-K78303961-001-02-3,BRD-K78303961,glycitein,Tumor necrosis factor release inhibitor
BRD-K78431006-001-10-2,BRD-K78431006,crizotinib,ALK tyrosine kinase receptor inhibitor
BRD-K78485176-001-07-8,BRD-K78485176,olmesartan,Angiotensin receptor antagonist
BRD-K78513633-001-15-7,BRD-K78513633,lonidamine,Glucokinase inhibitor
BRD-K78567475-001-01-4,BRD-K78567475,dolastatin-10,Tubulin inhibitor|Immunostimulant|Microtubule inhibitor|Tubulin polymerisation inhibitor
BRD-K78659596-001-03-9,BRD-K78659596,MLN-2238,Proteasome inhibitor
BRD-K78692225-001-24-5,BRD-K78692225,leflunomide,Dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
BRD-K79095980-001-09-6,BRD-K79095980,broxuridine,Antimetabolite
BRD-K79102359-003-01-6,BRD-K79102359,idalopirdine,Serotonin receptor antagonist
BRD-K79131256-001-17-9,BRD-K79131256,albendazole,Tubulin inhibitor
BRD-K79254416-001-22-6,BRD-K79254416,decitabine,DNA methyltransferase inhibitor
BRD-K79404599-001-09-3,BRD-K79404599,enzastaurin,PKC inhibitor
BRD-K79501723-001-04-6,BRD-K79501723,cyclizine,Histamine receptor modulator
BRD-K79595931-312-01-3,BRD-K79595931,bavisant,Histamine receptor antagonist
BRD-K79602928-003-19-9,BRD-K79602928,metformin,Insulin sensitizer
BRD-K79759585-048-04-8,BRD-K79759585,sildenafil,Phosphodiesterase inhibitor
BRD-K79989959-001-01-4,BRD-K79989959,nesbuvir,RNA polymerase inhibitor
BRD-K80043866-236-01-1,BRD-K80043866,sodium-gualenate,Antacid
BRD-K80082640-001-01-0,BRD-K80082640,otamixaban,Coagulation factor inhibitor
BRD-K80267133-001-17-7,BRD-K80267133,aminosalicylic-acid,Cyclooxygenase inhibitor
BRD-K80343549-001-02-6,BRD-K80343549,tak-285,EGFR inhibitor
BRD-K80396088-001-12-0,BRD-K80396088,gliquidone,Sulfonylurea
BRD-K80608265-001-01-6,BRD-K80608265,erteberel,Estrogen receptor agonist
BRD-K80700417-001-04-2,BRD-K80700417,sgi-1776,Pim kinase inhibitor
BRD-K80738081-001-26-0,BRD-K80738081,resveratrol,Cytochrome P450 inhibitor|SIRT activator
BRD-K81144366-003-19-7,BRD-K81144366,moxisylyte,Adrenergic receptor antagonist
BRD-K81258678-001-01-0,BRD-K81258678,triptolide,RNA polymerase inhibitor
BRD-K81272440-236-13-5,BRD-K81272440,dantrolene,Calcium channel blocker
BRD-K81332461-001-01-4,BRD-K81332461,maxacalcitol,Vitamin D receptor agonist
BRD-K81458380-001-04-9,BRD-K81458380,cx-4945,casein kinase inhibitor
BRD-K81473089-003-26-1,BRD-K81473089,tacrine,Acetylcholinesterase inhibitor
BRD-K81528515-001-13-8,BRD-K81528515,nilotinib,Bcr-Abl kinase inhibitor|Abl kinase inhibitor
BRD-K81672972-001-03-1,BRD-K81672972,dinoprost,Prostacyclin analog
BRD-K81694556-003-01-9,BRD-K81694556,vtp-27999,renin inhibitor
BRD-K81795818-019-01-4,BRD-K81795818,exherin,Cadherin antagonist
