cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,cpd_size
vidarabine,0.039,0.799,0.887,0.426,0.932,0.143,3
vilazodone,0.041,0.686,0.076,0.078,0.118,0.074,3
vinburnine,0.606,0.033,0.544,0.65,0.155,0.108,3
vinpocetine,0.362,0.182,0.0,0.043,0.822,0.151,3
vismodegib,0.35,0.67,0.994,0.542,0.196,0.555,3
voglibose,0.221,0.752,0.18,0.904,0.946,0.08,3
volasertib,0.0,0.0,0.0,0.0,0.0,0.0,3
voreloxin,0.034,0.073,0.004,0.001,0.011,0.053,3
voriconazole,0.408,0.343,0.155,0.207,0.461,0.031,3
vortioxetine,0.035,0.136,0.006,0.055,0.195,0.002,3
voxtalisib,0.898,0.825,0.374,0.01,0.002,0.0,3
vt-464,0.005,0.517,0.933,0.317,0.213,0.029,3
vtp-27999,0.724,0.474,0.856,0.681,0.184,0.018,3
vx-222,0.467,0.923,0.43,0.075,0.521,0.19,3
vx-661,0.03,0.097,0.537,0.211,0.125,0.045,2
vx-765,0.002,0.074,0.144,0.071,0.517,0.015,3
vx-809,0.213,0.126,0.466,0.177,0.031,0.006,2
xaliproden,0.348,0.249,0.492,0.153,0.117,0.528,2
xbd173,0.864,0.5,0.574,0.925,0.074,0.017,3
xl888,0.002,0.0,0.0,0.0,0.0,0.0,3
yohimbine,0.123,0.654,0.372,0.504,0.161,0.21,2
z160,0.618,0.727,0.815,0.608,0.178,0.002,3
zafirlukast,0.187,0.259,0.612,0.077,0.53,0.013,2
zalcitabine,0.363,0.408,0.055,0.326,0.007,0.125,3
zaldaride,0.37,0.124,0.684,0.905,0.939,0.0,3
zaleplon,0.144,0.137,0.498,0.927,0.337,0.676,3
zaprinast,0.046,0.016,0.245,0.057,0.121,0.014,2
zardaverine,0.003,0.026,0.905,0.02,0.648,0.874,3
zd-7114,0.429,0.671,0.195,0.346,0.067,0.002,2
zidovudine,0.005,0.295,0.085,0.04,0.073,0.053,3
ziprasidone,0.341,0.311,0.065,0.43,0.019,0.37,2
zk-200775,0.567,0.443,0.801,0.798,0.493,0.941,2
zk811752,0.124,0.522,0.007,0.005,0.002,0.001,2
zofenopril-calcium,0.52,0.739,0.213,0.059,0.369,0.761,2
zolpidem,0.743,0.553,0.675,0.6,0.23,0.096,2
zonisamide,0.235,0.277,0.258,0.854,0.597,0.731,2
zosuquidar,0.028,0.042,0.026,0.004,0.195,0.024,3
